,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,MarketAndNewspaper,CSDs,ID,Swap2017Affected,first_year,equal_to_previous
1689,9185.0,Wednesday,T,2015,amherstburg,river town times,river town times,,ON,9185.0,river town times,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
1690,9133.0,Wednesday,T,2016,amherstburg,river town times,river town times,,ON,9133.0,river town times,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
1691,9280.0,Wednesday,T,2017,amherstburg,river town times,river town times,,ON,9280.0,river town times,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
1692,9442.0,Wednesday,T,2018,amherstburg,river town times,southpoint publishing inc.,,ON,9442.0,river town times,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
1693,9478.0,Wednesday,T,2019,amherstburg,river town times,southpoint publishing inc.,,ON,9478.0,southpoint publishing inc.,"['amherstburg ,ON, Canada']",21936.0,21556.0,1.8,8951.0,8522.0,118.2,185.61,42.3,18095.0,3015.0,5845.0,9230.0,295.0,2950.0,18090.0,17285.0,39519.0,21655.0,19630.0,1995.0,"[(42.1013315, -83.1086458)]",,,,,,0.0,amherstburg,amherstburg river town times,['Amherstburg'],373,0,2013,False
1694,0.0,Wednesday,T,2013,russell,russell villager,etcetera publications,680.0,ON,680.0,etcetera publications,"['russell ,ON, Canada']",16520.0,15247.0,8.3,6008.0,5873.0,83.0,199.11,39.0,12955.0,1930.0,3810.0,7215.0,295.0,2615.0,12955.0,12445.0,47966.0,16220.0,15250.0,930.0,"[(45.2573172, -75.3583264)]",,,,,,0.0,russell,russell villager,['Russell'],374,0,2013,False
1695,21022.0,Friday,T,2013,caledonia,sachem extra haldimand county news,ontario ltd.,0.0,ON,21022.0,ontario ltd.,"['caledonia ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6923702, -79.4653558)]",,,,,,0.0,caledonia,caledonia sachem extra haldimand county news,['Toronto'],375,0,2013,False
1696,,Friday,T,2014,caledonia,sachem extra haldimand county news,ontario ltd.,,ON,,ontario ltd.,"['caledonia ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6923702, -79.4653558)]",,,,,,0.0,caledonia,caledonia sachem extra haldimand county news,['Toronto'],375,0,2013,True
1697,,Friday,T,2015,caledonia,sachem extra haldimand county news,ontario ltd.,,ON,,ontario ltd.,"['caledonia ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6923702, -79.4653558)]",,,,,,0.0,caledonia,caledonia sachem extra haldimand county news,['Toronto'],375,0,2013,True
1698,,Friday,T,2016,caledonia,sachem extra haldimand county news,ontario ltd.,,ON,,ontario ltd.,"['caledonia ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6923702, -79.4653558)]",,,,,,0.0,caledonia,caledonia sachem extra haldimand county news,['Toronto'],375,0,2013,True
1699,,Friday,T,2017,caledonia,sachem extra haldimand county news,ontario ltd.,,ON,,ontario ltd.,"['caledonia ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6923702, -79.4653558)]",,,,,,0.0,caledonia,caledonia sachem extra haldimand county news,['Toronto'],375,0,2013,True
1700,,Friday,T,2018,caledonia,sachem extra haldimand county news,ontario ltd.,,ON,,ontario ltd.,"['caledonia ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6923702, -79.4653558)]",,,,,,0.0,caledonia,caledonia sachem extra haldimand county news,['Toronto'],375,0,2013,True
1701,7400.0,Thursday,T,2013,toronto,salam toronto,salam toronto publications,0.0,ON,7400.0,salam toronto publications,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,salam toronto,['Toronto'],376,0,2013,False
1702,,Thursday,T,2014,toronto,salam toronto,salam toronto publications,,ON,,salam toronto publications,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,salam toronto,['Toronto'],376,0,2013,True
1703,,Thursday,T,2015,toronto,salam toronto,salam toronto publications,,ON,,salam toronto publications,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,salam toronto,['Toronto'],376,0,2013,True
1704,,Thursday,T,2016,toronto,salam toronto,salam toronto publications,,ON,,salam toronto publications,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,salam toronto,['Toronto'],376,0,2013,True
1705,,Thursday,T,2017,toronto,salam toronto,salam toronto publications,,ON,,salam toronto publications,"['toronto ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.6534817, -79.3839347)]",,,,,,0.0,toronto,salam toronto,['Toronto'],376,0,2013,True
1706,30000.0,Thursday,T,2015,sarnia,sarnia journal,the sarnia journal,0.0,ON,30000.0,the sarnia journal,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia journal,['Sarnia'],377,0,2015,False
1707,,Thursday,T,2016,sarnia,sarnia journal,the sarnia journal,,ON,,the sarnia journal,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia journal,['Sarnia'],377,0,2015,True
1708,,Thursday,T,2017,sarnia,sarnia journal,the sarnia journal,,ON,,the sarnia journal,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia journal,['Sarnia'],377,0,2015,True
1709,,Thursday,T,2018,sarnia,sarnia journal,the sarnia journal,,ON,,the sarnia journal,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia journal,['Sarnia'],377,0,2015,True
1710,,Thursday,T,2019,sarnia,sarnia journal,sarnia media group inc.,,ON,,the sarnia journal,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia journal,['Sarnia'],377,0,2015,True
1711,39627.0,Thursday,T,2015,sarnia,sarnia lambton this week,sun media corporation,0.0,ON,39627.0,sun media corporation,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],378,0,2015,False
1712,39156.0,Thursday,T,2016,sarnia,sarnia lambton this week,sun media corporation,,ON,39156.0,postmedia network inc.,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],378,0,2015,False
1713,39476.0,Thursday,T,2017,sarnia,sarnia lambton this week,postmedia network inc.,,ON,39476.0,postmedia network inc.,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],378,0,2015,False
1714,,Thursday,T,2018,sarnia,sarnia lambton this week,postmedia network inc.,,ON,,postmedia network inc.,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],378,0,2015,True
1715,,Thursday,T,2019,sarnia,sarnia lambton this week,postmedia network inc.,,ON,,postmedia network inc.,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],378,0,2015,True
1716,41300.0,Wednesday,T,2013,sarnia,sarnia lambton this week,sun media corporation,0.0,ON,41300.0,sun media corporation,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],379,0,2013,False
1717,40240.0,Wednesday,T,2014,sarnia,sarnia lambton this week,sun media corporation,,ON,40240.0,sun media corporation,"['sarnia ,ON, Canada']",71594.0,72366.0,-1.1,33324.0,31937.0,434.3,164.85,43.9,59750.0,9550.0,17810.0,32395.0,775.0,9535.0,59750.0,57580.0,33833.0,70375.0,61010.0,8815.0,"[(42.9746137, -82.4065585)]",,,,,,0.0,sarnia,sarnia lambton this week,['Sarnia'],379,0,2013,False
1718,116632.0,Friday,T,2013,scarborough,scarborough mirror,metroland media group ltd.,0.0,ON,116632.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],380,0,2013,False
1719,118726.0,Friday,T,2014,scarborough,scarborough mirror,metroland media group ltd.,,ON,118726.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],380,0,2013,False
1720,,Friday,T,2015,scarborough,scarborough mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],380,0,2013,True
1721,,Friday,T,2016,scarborough,scarborough mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],380,0,2013,True
1722,,Friday,T,2017,scarborough,scarborough mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],380,0,2013,True
1723,,Friday,T,2018,scarborough,scarborough mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],380,0,2013,True
1724,119637.0,Thursday,T,2013,scarborough,scarborough mirror,metroland media group ltd.,0.0,ON,119637.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,False
1725,118726.0,Thursday,T,2014,scarborough,scarborough mirror,metroland media group ltd.,,ON,118726.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,False
1726,123298.0,Thursday,T,2015,scarborough,scarborough mirror,metroland media group ltd.,,ON,123298.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,False
1727,123762.0,Thursday,T,2016,scarborough,scarborough mirror,metroland media group ltd.,,ON,123762.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,False
1728,,Thursday,T,2017,scarborough,scarborough mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,True
1729,,Thursday,T,2018,scarborough,scarborough mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,True
1730,120288.0,Thursday,T,2019,scarborough,scarborough mirror,metroland media group ltd.,,ON,120288.0,metroland media group ltd.,"['scarborough ,ON, Canada']",2731571.0,2615060.0,4.5,1179057.0,1112929.0,4334.4,630.2,40.6,2294785.0,377340.0,561090.0,1356360.0,65015.0,835255.0,2294790.0,2187030.0,30089.0,2691665.0,1332085.0,1266000.0,"[(43.7729744, -79.2576479)]",,,,,,0.0,scarborough,scarborough mirror,['Toronto'],381,0,2013,False
1731,41000.0,Monday,T,2018,london,scene,scene communications,0.0,ON,41000.0,scene communications,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london scene,['London'],382,1,2018,False
1732,,Monday,T,2019,london,scene,scene communications,,ON,,scene communications,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london scene,['London'],382,1,2018,True
1733,36541.0,Thursday,T,2013,cornwall,seaway news,tc.transcontinental,0.0,ON,36541.0,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,False
1734,,Thursday,T,2014,cornwall,seaway news,tc.transcontinental,,ON,,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,True
1735,,Thursday,T,2015,cornwall,seaway news,tc.transcontinental,,ON,,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,True
1736,,Thursday,T,2016,cornwall,seaway news,tc.transcontinental,,ON,,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,True
1737,,Thursday,T,2017,cornwall,seaway news,tc.transcontinental,,ON,,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,True
1738,,Thursday,T,2018,cornwall,seaway news,tc.transcontinental,,ON,,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,True
1739,,Thursday,T,2019,cornwall,seaway news,icimedias inc.,,ON,,tc.transcontinental,"['cornwall ,ON, Canada']",46589.0,46340.0,0.5,21659.0,20931.0,756.8,61.56,44.3,37955.0,9910.0,12810.0,15235.0,515.0,3480.0,37955.0,36465.0,26644.0,45175.0,41805.0,3230.0,"[(45.0184417, -74.728703)]",,,,,,0.0,cornwall,cornwall seaway news,['Cornwall'],383,0,2013,True
1740,60.0,Wednesday,T,2013,lucknow,sentinel,sun media corporation,1229.0,ON,1289.0,sun media corporation,"['lucknow ,ON, Canada']",7069.0,6790.0,4.1,4037.0,2777.0,16.0,440.76,43.4,5590.0,1265.0,1365.0,2955.0,125.0,805.0,5590.0,5425.0,34197.0,6870.0,6375.0,485.0,"[(43.961848, -81.5172512)]",sentinel,,,,,0.0,lucknow,lucknow sentinel,['Huron-Kinloss'],384,0,2013,False
1741,42.0,Wednesday,T,2014,lucknow,sentinel,sun media corporation,1120.0,ON,1162.0,sun media corporation,"['lucknow ,ON, Canada']",7069.0,6790.0,4.1,4037.0,2777.0,16.0,440.76,43.4,5590.0,1265.0,1365.0,2955.0,125.0,805.0,5590.0,5425.0,34197.0,6870.0,6375.0,485.0,"[(43.961848, -81.5172512)]",,,,,,0.0,lucknow,lucknow sentinel,['Huron-Kinloss'],384,0,2013,False
1742,14.0,Wednesday,T,2015,lucknow,sentinel,sun media corporation,980.0,ON,994.0,sun media corporation,"['lucknow ,ON, Canada']",7069.0,6790.0,4.1,4037.0,2777.0,16.0,440.76,43.4,5590.0,1265.0,1365.0,2955.0,125.0,805.0,5590.0,5425.0,34197.0,6870.0,6375.0,485.0,"[(43.961848, -81.5172512)]",,,,,,0.0,lucknow,lucknow sentinel,['Huron-Kinloss'],384,0,2013,False
1743,22.0,Wednesday,T,2016,lucknow,sentinel,sun media corporation,900.0,ON,922.0,postmedia network inc.,"['lucknow ,ON, Canada']",7069.0,6790.0,4.1,4037.0,2777.0,16.0,440.76,43.4,5590.0,1265.0,1365.0,2955.0,125.0,805.0,5590.0,5425.0,34197.0,6870.0,6375.0,485.0,"[(43.961848, -81.5172512)]",,,,,,0.0,lucknow,lucknow sentinel,['Huron-Kinloss'],384,0,2013,False
1744,,Wednesday,T,2017,lucknow,sentinel,postmedia network inc.,,ON,,postmedia network inc.,"['lucknow ,ON, Canada']",7069.0,6790.0,4.1,4037.0,2777.0,16.0,440.76,43.4,5590.0,1265.0,1365.0,2955.0,125.0,805.0,5590.0,5425.0,34197.0,6870.0,6375.0,485.0,"[(43.961848, -81.5172512)]",,,,,,0.0,lucknow,lucknow sentinel,['Huron-Kinloss'],384,0,2013,True
1745,,Wednesday,T,2018,lucknow,sentinel,postmedia network inc.,,ON,,postmedia network inc.,"['lucknow ,ON, Canada']",7069.0,6790.0,4.1,4037.0,2777.0,16.0,440.76,43.4,5590.0,1265.0,1365.0,2955.0,125.0,805.0,5590.0,5425.0,34197.0,6870.0,6375.0,485.0,"[(43.961848, -81.5172512)]",,,,,,0.0,lucknow,lucknow sentinel,['Huron-Kinloss'],384,0,2013,True
