,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,StdName2,StdOwner2,double,StdMarket2,RemovableSlash,Swap2017,MarketChange1,MarketAndNewspaper,CSDs,ID,Swap2017Affected,first_year,equal_to_previous
2356,50.0,Tuesday,B,2013,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,1358.0,ON,1408.0,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.421351349999995, -75.69996970195123)]",,,,,,0.0,canada,canada the lights of homeland,['Ottawa'],511,1,2013,False
2357,51.0,Tuesday,B,2014,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,1166.0,ON,1217.0,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.421351349999995, -75.69996970195123)]",,,,,,0.0,canada,canada the lights of homeland,['Ottawa'],511,1,2013,False
2358,50.0,Tuesday,B,2015,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,1104.0,ON,1154.0,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.421351349999995, -75.69996970195123)]",,,,,,0.0,canada,canada the lights of homeland,['Ottawa'],511,1,2013,False
2359,46.0,Tuesday,B,2016,canada,the lights of homeland,lithuanian can. r. c. cultural soc. inc.,951.0,ON,997.0,lithuanian can. r. c. cultural soc. inc.,"['canada ,ON, Canada']",934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0,"[(45.421351349999995, -75.69996970195123)]",,,,,,0.0,canada,canada the lights of homeland,['Ottawa'],511,1,2013,False
2360,19677.0,Friday,B,2013,lindsay,the lindsay post,sun media corporation,0.0,ON,19677.0,sun media corporation,"['lindsay ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.3551266, -78.7369939)]",,,,,,0.0,lindsay,the lindsay post,['Kawartha Lakes'],512,0,2013,False
2361,0.0,Tuesday,B,2013,lindsay,the lindsay post,sun media corporation,1872.0,ON,1872.0,sun media corporation,"['lindsay ,ON, Canada']",75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0,"[(44.3551266, -78.7369939)]",,,,,,0.0,lindsay,the lindsay post,['Kawartha Lakes'],513,0,2013,False
2362,140428.0,Thursday,T,2013,london,the londoner,sun media corporation,0.0,ON,140428.0,sun media corporation,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,False
2363,140600.0,Thursday,T,2014,london,the londoner,sun media corporation,,ON,140600.0,sun media corporation,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,False
2364,140615.0,Thursday,T,2015,london,the londoner,sun media corporation,,ON,140615.0,sun media corporation,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,False
2365,140111.0,Thursday,T,2016,london,the londoner,sun media corporation,,ON,140111.0,postmedia network inc.,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,False
2366,,Thursday,T,2017,london,the londoner,postmedia network inc.,,ON,,postmedia network inc.,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,True
2367,,Thursday,T,2018,london,the londoner,postmedia network inc.,,ON,,postmedia network inc.,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,True
2368,,Thursday,T,2019,london,the londoner,postmedia network inc.,,ON,,postmedia network inc.,"['london ,ON, Canada']",383822.0,366151.0,4.8,175558.0,163140.0,913.1,420.35,40.5,316315.0,51845.0,88545.0,175920.0,5520.0,80175.0,316315.0,302895.0,32599.0,378040.0,286305.0,83770.0,"[(42.9832406, -81.243372)]",,,,,,0.0,london,london the londoner,['London'],514,1,2013,True
2369,1500.0,Thursday,T,2014,meaford,the meaford independent,tmi publications inc.,0.0,ON,1500.0,tmi publications inc.,"['meaford ,ON, Canada']",10991.0,11100.0,-1.0,5590.0,4830.0,18.7,588.57,47.9,9430.0,1740.0,2520.0,5165.0,140.0,1670.0,9425.0,9190.0,32198.0,10845.0,9700.0,1145.0,"[(44.6069298, -80.5916531)]",,,,,,0.0,meaford,the meaford independent,['Meaford'],515,1,2014,False
2370,,Thursday,T,2015,meaford,the meaford independent,tmi publications inc.,,ON,,tmi publications inc.,"['meaford ,ON, Canada']",10991.0,11100.0,-1.0,5590.0,4830.0,18.7,588.57,47.9,9430.0,1740.0,2520.0,5165.0,140.0,1670.0,9425.0,9190.0,32198.0,10845.0,9700.0,1145.0,"[(44.6069298, -80.5916531)]",,,,,,0.0,meaford,the meaford independent,['Meaford'],515,1,2014,True
2371,,Thursday,T,2016,meaford,the meaford independent,tmi publications inc.,,ON,,tmi publications inc.,"['meaford ,ON, Canada']",10991.0,11100.0,-1.0,5590.0,4830.0,18.7,588.57,47.9,9430.0,1740.0,2520.0,5165.0,140.0,1670.0,9425.0,9190.0,32198.0,10845.0,9700.0,1145.0,"[(44.6069298, -80.5916531)]",,,,,,0.0,meaford,the meaford independent,['Meaford'],515,1,2014,True
2372,,Thursday,T,2017,meaford,the meaford independent,tmi publications inc.,,ON,,tmi publications inc.,"['meaford ,ON, Canada']",10991.0,11100.0,-1.0,5590.0,4830.0,18.7,588.57,47.9,9430.0,1740.0,2520.0,5165.0,140.0,1670.0,9425.0,9190.0,32198.0,10845.0,9700.0,1145.0,"[(44.6069298, -80.5916531)]",,,,,,0.0,meaford,the meaford independent,['Meaford'],515,1,2014,True
2373,,Thursday,T,2018,meaford,the meaford independent,tmi publications inc.,,ON,,tmi publications inc.,"['meaford ,ON, Canada']",10991.0,11100.0,-1.0,5590.0,4830.0,18.7,588.57,47.9,9430.0,1740.0,2520.0,5165.0,140.0,1670.0,9425.0,9190.0,32198.0,10845.0,9700.0,1145.0,"[(44.6069298, -80.5916531)]",,,,,,0.0,meaford,the meaford independent,['Meaford'],515,1,2014,True
2374,,Thursday,T,2019,meaford,the meaford independent,tmi publications inc.,,ON,,tmi publications inc.,"['meaford ,ON, Canada']",10991.0,11100.0,-1.0,5590.0,4830.0,18.7,588.57,47.9,9430.0,1740.0,2520.0,5165.0,140.0,1670.0,9425.0,9190.0,32198.0,10845.0,9700.0,1145.0,"[(44.6069298, -80.5916531)]",,,,,,0.0,meaford,the meaford independent,['Meaford'],515,1,2014,True
2375,21349.0,Thursday,T,2013,midland&%20penetanguishene,the mirror,metroland media group ltd.,5.0,ON,21354.0,metroland media group ltd.,"['midland ,ON, Canada', ' penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",the mirror,,,,,0.0,midland  penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2376,21456.0,Thursday,T,2014,midland&penetanguishene,the mirror,metroland media group ltd.,3.0,ON,21459.0,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2377,21632.0,Thursday,T,2015,midland&penetanguishene,the mirror,metroland media group ltd.,4.0,ON,21636.0,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2378,21772.0,Thursday,T,2016,midland&penetanguishene,the mirror,metroland media group ltd.,3.0,ON,21775.0,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2379,21821.0,Thursday,T,2017,midland&penetanguishene,the mirror,metroland media group ltd.,1.0,ON,21822.0,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2380,21926.0,Thursday,T,2018,midland&penetanguishene,the mirror,metroland media group ltd.,0.0,ON,21926.0,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2381,21692.0,Thursday,T,2019,midland&penetanguishene,the mirror,metroland media group ltd.,,ON,21692.0,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",516,0,2013,False
2382,10093.0,Tuesday,T,2013,midland&%20penetanguishene,the mirror,metroland media group ltd.,0.0,ON,10093.0,metroland media group ltd.,"['midland ,ON, Canada', ' penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",the mirror,,,,,0.0,midland  penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",517,0,2013,False
2383,,Tuesday,T,2014,midland&penetanguishene,the mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",517,0,2013,True
2384,,Tuesday,T,2015,midland&penetanguishene,the mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",517,0,2013,True
2385,,Tuesday,T,2016,midland&penetanguishene,the mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",517,0,2013,True
2386,,Tuesday,T,2017,midland&penetanguishene,the mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",517,0,2013,True
2387,,Tuesday,T,2018,midland&penetanguishene,the mirror,metroland media group ltd.,,ON,,metroland media group ltd.,"['midland ,ON, Canada', 'penetanguishene ,ON, Canada']",12913.0,12841.5,0.1,5864.5,5526.5,413.8,30.46,46.25,10642.5,2435.0,3372.5,4835.0,105.0,1347.5,10642.5,10305.0,29732.5,12360.0,11340.0,997.5,"[(44.750147, -79.885712), (44.7688035, -79.9339487)]",,,,,,0.0,midland penetanguishene,midland penetanguishene the mirror,"['Midland', 'Penetanguishene']",517,0,2013,True
2388,62000.0,Monthly,T,2013,newmarket,the month ahead,the month ahead,0.0,ON,62000.0,the month ahead,"['newmarket ,ON, Canada']",84224.0,79978.0,5.3,29315.0,28673.0,2190.5,38.45,39.7,67905.0,10275.0,18930.0,38700.0,1680.0,18185.0,67905.0,65050.0,36197.0,82725.0,58910.0,23235.0,"[(44.056258, -79.461708)]",,,,,,0.0,newmarket,newmarket the month ahead,['Newmarket'],518,0,2013,False
2389,,Monthly,T,2014,newmarket,the month ahead,the month ahead,,ON,,the month ahead,"['newmarket ,ON, Canada']",84224.0,79978.0,5.3,29315.0,28673.0,2190.5,38.45,39.7,67905.0,10275.0,18930.0,38700.0,1680.0,18185.0,67905.0,65050.0,36197.0,82725.0,58910.0,23235.0,"[(44.056258, -79.461708)]",,,,,,0.0,newmarket,newmarket the month ahead,['Newmarket'],518,0,2013,True
2390,14000.0,Thursday,T,2013,clarence-rockland,the musketeers journal,musketeers journal,0.0,ON,14000.0,,"['clarence-rockland ,ON, Canada']",24512.0,23185.0,5.7,9537.0,9329.0,82.3,297.71,40.6,19680.0,3520.0,6240.0,9925.0,320.0,2735.0,19680.0,18945.0,43331.0,24020.0,22795.0,1185.0,"[(45.5247978, -75.2607533)]",,musketeers journal,,,,0.0,clarence-rockland,clarence-rockland the musketeers journal,['Clarence-Rockland'],519,0,2013,False
2391,,Thursday,T,2014,clarence-rockland,the musketeers journal,musketeers journal,,ON,,,"['clarence-rockland ,ON, Canada']",24512.0,23185.0,5.7,9537.0,9329.0,82.3,297.71,40.6,19680.0,3520.0,6240.0,9925.0,320.0,2735.0,19680.0,18945.0,43331.0,24020.0,22795.0,1185.0,"[(45.5247978, -75.2607533)]",,,,,,0.0,clarence-rockland,clarence-rockland the musketeers journal,['Clarence-Rockland'],519,0,2013,True
2392,15182.0,Thursday,B,2013,hanover,the post,sun media corporation,122.0,ON,15304.0,sun media corporation,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,False
2393,15387.0,Thursday,B,2014,hanover,the post,sun media corporation,133.0,ON,15520.0,sun media corporation,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,False
2394,15496.0,Thursday,B,2015,hanover,the post,sun media corporation,108.0,ON,15604.0,sun media corporation,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,False
2395,15418.0,Thursday,B,2016,hanover,the post,sun media corporation,86.0,ON,15504.0,postmedia network inc.,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,False
2396,15503.0,Thursday,B,2017,hanover,the post,postmedia network inc.,85.0,ON,15588.0,postmedia network inc.,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,False
2397,,Thursday,B,2018,hanover,the post,postmedia network inc.,,ON,,postmedia network inc.,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,True
2398,,Thursday,B,2019,hanover,the post,postmedia network inc.,,ON,,postmedia network inc.,"['hanover ,ON, Canada']",7688.0,7490.0,2.6,3404.0,3336.0,784.9,9.8,45.9,6145.0,1760.0,1935.0,2450.0,40.0,645.0,6150.0,6000.0,29906.0,7325.0,6930.0,395.0,"[(44.1520712, -81.0279572)]",,,,,,0.0,hanover,hanover the post,['Hanover'],520,0,2013,True
2399,146.0,Wednesday,B,2013,vankleek%20hill&hawkesbury,the review,ontario inc.,3412.0,ON,3558.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2400,1819.0,Wednesday,B,2014,vankleek%20hill&hawkesbury,the review,ontario inc.,3027.0,ON,4846.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2401,750.0,Wednesday,B,2015,vankleek%20hill&hawkesbury,the review,ontario inc.,2838.0,ON,3588.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2402,584.0,Wednesday,B,2016,vankleek%20hill&hawkesbury,the review,ontario inc.,2815.0,ON,3399.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2403,722.0,Wednesday,B,2017,vankleek%20hill&hawkesbury,the review,ontario inc.,2874.0,ON,3596.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2404,664.0,Wednesday,B,2018,vankleek%20hill&hawkesbury,the review,ontario inc.,2813.0,ON,3477.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2405,483.0,Wednesday,B,2019,vankleek%20hill&hawkesbury,the review,ontario inc.,2421.0,ON,2904.0,ontario inc.,"['vankleek hill ,ON, Canada', 'hawkesbury ,ON, Canada']",9484.5,9562.0,-0.55,4570.5,4328.0,554.65,108.445,47.3,7957.5,2082.5,2492.5,3380.0,182.5,865.0,7965.0,7705.0,30398.5,9192.5,8750.0,420.0,"[(45.5196086, -74.6519669), (45.610281, -74.6055611)]",,,,,,0.0,vankleek hill hawkesbury,vankleek hill hawkesbury the review,"['Champlain', 'Hawkesbury']",521,0,2013,False
2406,21005.0,Thursday,T,2013,haldimand,the sachem,metroland media group ltd.,97.0,ON,21102.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",the sachem,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,False
2407,21163.0,Thursday,T,2014,haldimand,the sachem,metroland media group ltd.,80.0,ON,21243.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,False
2408,20973.0,Thursday,T,2015,haldimand,the sachem,metroland media group ltd.,47.0,ON,21020.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",,,,,,0.0,haldimand,haldimand the sachem,['Haldimand County'],522,0,2013,False
