,AdvNewspaper,AdvCirc,NatlLineRate,SpotColour,ProcessColour,Columns,Lines,MaterialCode,Year,AuditYear,AuditDiff,SplitIssue,ID,ID2
1527,richmond hill thornhill liberal,81654.0,5.94,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,321,250
1528,richmond hill thornhill liberal,83416.0,5.94,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,321,250
1529,richmond hill thornhill liberal,83846.0,5.94,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,321,250
1530,richmond hill thornhill liberal,84078.0,5.94,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,321,250
1531,richmond hill thornhill liberal,84310.0,5.94,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,321,250
1532,richmond hill thornhill liberal,84542.0,5.94,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,321,250
1533,ridgetown independent news,1889.0,0.52,118.0,235.0,6.0,224.0,5.0,2013,2012,1,Wednesday,322,251
1534,ridgetown independent news,1838.0,0.52,118.0,235.0,6.0,224.0,5,2014,2012,2,Wednesday,322,251
1535,ridgetown independent news,1787.0,0.52,118.0,235.0,6.0,224.0,5.0,2015,2014,1,Wednesday,322,251
1536,ridgetown independent news,,0.52,,235.0,6.0,224.0,5.0,2016,2014,2,Wednesday,322,251
1537,ridgetown independent news,,0.53,,176.0,6.0,224.0,5.0,2017,2015,2,Wednesday,322,251
1538,ridgetown independent news,,0.53,,176.0,6.0,224.0,5.0,2018,2016,2,Wednesday,322,251
1539,ridgetown independent news,,0.56,,176.0,6.0,224.0,5.0,2019,2017,2,Wednesday,322,251
1540,russell villager,713.0,0.57,176.0,529.0,6.0,220.0,5.0,2013,2012,1,Wednesday,323,252
1541,sarnia journal,,1.35,,,9.0,192.0,3.0,2015,0,2015,Thursday,324,253
1542,sarnia journal,,1.35,,,9.0,192.0,3.0,2016,0,2016,Thursday,324,253
1543,sarnia journal,,1.35,,,9.0,192.0,3.0,2017,0,2017,Thursday,324,253
1544,sarnia journal,,1.4,,,9.0,192.0,3.0,2018,0,2018,Thursday,324,253
1545,sarnia journal,,1.4,,,9.0,192.0,3.0,2019,0,2019,Thursday,324,253
1546,sarnia lambton county this week,41300.0,1.49,152.0,469.0,9.0,160.0,3.0,2013,2012,1,Thursday,325,254
1547,sarnia lambton county this week,,1.49,152.0,469.0,9.0,160.0,3,2014,2012,2,Thursday,325,254
1548,sarnia lambton county this week,,1.49,152.0,469.0,9.0,160.0,3.0,2015,2013,2,Thursday,325,254
1549,sarnia lambton county this week,,1.49,,469.0,9.0,160.0,3.0,2016,2014,2,Thursday,325,254
1550,sarnia lambton county this week,,1.49,,469.0,9.0,160.0,3.0,2017,2015,2,Thursday,325,254
1551,sarnia lambton county this week,,1.49,,469.0,9.0,160.0,3.0,2018,2016,2,Thursday,325,254
1552,sarnia lambton county this week,,1.34,,469.0,10.0,160.0,10.0,2019,2016,3,Thursday,325,254
1553,sault ste. marie this week,,1.64,335.0,665.0,9.0,160.0,3.0,2015,2013,2,Thursday,326,255
1554,sault ste. marie this week,,1.67,,678.0,9.0,160.0,3.0,2016,2013,3,Thursday,326,255
1555,sault ste. marie this week,,1.72,,688.0,9.0,160.0,3.0,2017,2015,2,Thursday,326,255
1556,sault ste. marie this week,,1.78,,706.0,10.0,287.0,10.0,2018,2015,3,Thursday,326,255
1557,sault ste. marie this week,,1.84,,706.0,10.0,287.0,10.0,2019,2015,4,Thursday,326,255
1558,sault ste. marie this week,30800.0,1.59,327.0,648.0,9.0,160.0,3.0,2013,2012,1,Wednesday,327,255
1559,sault ste. marie this week,,1.59,327.0,648.0,9.0,160.0,3,2014,2012,2,Wednesday,327,255
1560,scarborough mirror,117124.0,8.18,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Friday,328,256
1561,scarborough mirror,117124.0,8.18,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,329,256
1562,scarborough mirror,119652.0,8.93,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,329,256
1563,scarborough mirror,118432.0,8.93,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,329,256
1564,scarborough mirror,121745.0,8.93,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,329,256
1565,scarborough mirror,123762.0,8.93,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,329,256
1566,scarborough mirror,122067.0,9.2,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,329,256
1567,scarborough mirror,120372.0,9.2,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,329,256
1568,seaforth huron expositor,1658.0,0.73,88.0,353.0,9.0,160.0,3.0,2013,2012,1,Wednesday,330,257
1569,seaforth huron expositor,1461.0,0.72,88.0,353.0,9.0,160.0,3,2014,2013,1,Wednesday,330,257
1570,seaforth huron expositor,1394.0,0.73,88.0,353.0,9.0,160.0,3.0,2015,2014,1,Wednesday,330,257
1571,seaforth huron expositor,1316.0,0.73,,353.0,9.0,160.0,3.0,2016,2015,1,Wednesday,330,257
1572,seaforth huron expositor,1199.0,0.73,,353.0,9.0,160.0,3.0,2017,2015,2,Wednesday,330,257
1573,seaforth huron expositor,1082.0,0.73,,353.0,9.0,160.0,3.0,2018,2017,1,Wednesday,330,257
1574,seaforth huron expositor,,0.66,,353.0,10.0,160.0,10.0,2019,2017,2,Wednesday,330,257
1575,shelburne free press,1572.0,0.82,353.0,353.0,6.0,301.0,1.0,2013,2012,1,Thursday,331,258
1576,shelburne free press,,0.82,353.0,353.0,6.0,301.0,1,2014,0,2014,Thursday,331,258
1577,shelburne free press,,0.62,353.0,353.0,8.0,300.0,1,2015,0,2015,Thursday,331,258
1578,shelburne free press,,0.62,,353.0,8.0,300.0,9.0,2016,0,2016,Thursday,331,258
1579,shelburne free press,,0.62,,353.0,8.0,300.0,9.0,2017,0,2017,Thursday,331,258
1580,shelburne free press,,0.62,,353.0,8.0,300.0,9.0,2018,0,2018,Thursday,331,258
1581,shelburne free press,,0.62,,353.0,8.0,300.0,9.0,2019,0,2019,Thursday,331,258
1582,simcoe times reformer,18726.0,1.37,176.0,529.0,10.0,301.0,3.0,2013,2012,1,Wednesday,332,259
1583,simcoe times reformer,,1.37,176.0,529.0,10.0,301.0,3,2014,2012,2,Wednesday,332,259
1584,simcoe times reformer,,1.37,176.0,529.0,10.0,287.0,3.0,2015,2013,2,Wednesday,332,259
1585,simcoe times reformer,,1.37,,529.0,10.0,287.0,3.0,2016,2013,3,Wednesday,332,259
1586,simcoe times reformer,,1.39,,529.0,10.0,287.0,10.0,2017,2013,4,Wednesday,332,259
1587,simcoe times reformer,,1.39,,529.0,10.0,287.0,10.0,2018,2013,5,Wednesday,332,259
1588,simcoe times reformer,,1.39,,529.0,10.0,287.0,10.0,2019,2013,6,Wednesday,332,259
1589,sioux lookout bulletin,4500.0,0.92,206.0,479.0,6.0,215.0,5.0,2013,2012,1,Wednesday,333,260
1590,sioux lookout bulletin,4469.0,0.92,247.0,247.0,6.0,215.0,5,2014,2013,1,Wednesday,333,260
1591,sioux lookout bulletin,4459.0,0.93,252.0,252.0,6.0,215.0,5.0,2015,2014,1,Wednesday,333,260
1592,sioux lookout bulletin,4463.0,0.94,,253.0,6.0,215.0,5.0,2016,2015,1,Wednesday,333,260
1593,sioux lookout bulletin,4430.0,0.96,,259.0,6.0,215.0,5.0,2017,2015,2,Wednesday,333,260
1594,sioux lookout bulletin,4397.0,0.99,,264.0,6.0,215.0,5.0,2018,2017,1,Wednesday,333,260
1595,sioux lookout bulletin,,1.01,,272.0,6.0,215.0,5.0,2019,2017,2,Wednesday,333,260
1596,sioux lookout wawatay news,,0.99,,353.0,6.0,218.0,5.0,2016,0,2016,Monthly,334,261
1597,sioux lookout wawatay news,,1.06,,365.0,6.0,218.0,5.0,2017,0,2017,Monthly,334,261
1598,sioux lookout wawatay news,,1.06,,347.0,6.0,218.0,5.0,2018,0,2018,Monthly,334,261
1599,sioux lookout wawatay news,,1.06,,347.0,6.0,218.0,5.0,2019,0,2019,Monthly,334,261
1600,sioux lookout wawatay news,7439.0,0.89,153.0,341.0,6.0,218.0,5.0,2013,2012,1,Thursday,335,261
1601,sioux lookout wawatay news,9043.0,0.89,153.0,341.0,6.0,218.0,5,2014,2013,1,Thursday,335,261
1602,smiths falls record news,11010.0,0.97,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,336,262
1603,smiths falls record news,11612.5,0.68,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,336,262
1604,smiths falls record news,12215.0,0.79,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,336,262
1605,smiths falls record news,12032.25,0.79,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,336,262
1606,smiths falls record news,11849.5,0.79,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,336,262
1607,smiths falls record news,11666.75,0.79,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,336,262
1608,smiths falls record news,11484.0,0.79,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,336,262
1609,south bruce independent extra,,0.86,,382.0,6.0,217.0,5.0,2017,0,2017,Thursday,337,263
1610,south bruce independent extra,,0.86,,382.0,6.0,217.0,5.0,2018,0,2018,Thursday,337,263
1611,south bruce independent extra,,0.86,,382.0,6.0,217.0,5.0,2019,0,2019,Thursday,337,263
1612,south bruce weekender,,0.86,159.0,382.0,6.0,217.0,5,2014,0,2014,Thursday,338,264
1613,south bruce weekender,,0.86,159.0,382.0,6.0,217.0,5.0,2015,0,2015,Thursday,338,264
1614,south bruce weekender,,0.86,,382.0,6.0,217.0,5.0,2016,0,2016,Thursday,338,264
1615,st. lawrence news,28330.0,1.39,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,339,265
1616,st. marys independent,,0.94,,176.0,6.0,176.0,5.0,2016,0,2016,Friday,340,266
1617,st. marys independent,,0.94,,176.0,6.0,176.0,5.0,2017,0,2017,Friday,340,266
1618,st. marys independent,,0.94,,176.0,6.0,176.0,5.0,2018,2016,2,Friday,340,266
1619,st. marys independent,,0.99,,186.0,6.0,176.0,5.0,2019,2016,3,Thursday,341,266
1620,st. marys journal argus,2128.0,0.86,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Wednesday,342,267
1621,st. marys journal argus,1979.0,0.93,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Wednesday,342,267
1622,st. marys journal argus,1833.0,0.93,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Wednesday,342,267
1623,st. marys journal argus,1670.0,0.93,,1160.0,10.0,161.0,10.0,2016,2015,1,Wednesday,342,267
1624,st. marys journal argus,1464.0,0.93,,1160.0,10.0,161.0,10.0,2017,2016,1,Wednesday,342,267
1625,st. marys journal argus weekender,6886.0,1.05,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,343,268
1626,st. marys journal argus weekender,7022.0,1.14,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,343,268
1627,st. marys journal argus weekender,6994.0,1.14,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,343,268
1628,st. marys journal argus weekender,7165.0,1.14,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,343,268
1629,st. marys journal argus weekender,,1.14,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,343,268
1630,st. thomas elgin weekly news,30369.0,0.8,,,10.0,175.0,10.0,2013,2012,1,Thursday,344,269
1631,st. thomas elgin weekly news,29835.0,0.92,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,344,269
1632,st. thomas elgin weekly news,30440.0,0.92,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,344,269
1633,st. thomas elgin weekly news,,0.92,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,344,269
1634,st. thomas elgin weekly news,,0.92,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,344,269
1635,stirling central hastings news,,0.98,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,345,270
1636,stirling central hastings news,,1.16,1160.0,1160.0,10.0,161.0,10.0,2015,2013,2,Thursday,345,270
1637,stirling northeast emc,11559.0,1.13,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,346,271
1638,stittsville news,12363.0,0.91,335.0,1160.0,6.0,218.0,5.0,2013,2012,1,Thursday,347,272
1639,stittsville news,12790.0,0.64,1160.0,1160.0,10.0,189.0,10,2014,2012,2,Thursday,347,272
1640,stittsville news,13217.0,0.75,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,347,272
1641,stittsville news,,0.75,,1160.0,10.0,161.0,10.0,2016,2014,2,Thursday,347,272
1642,stittsville news,,0.75,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,347,272
1643,stoney creek news,29900.0,2.5,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,348,273
1644,stoney creek news,30252.0,2.73,1160.0,1160.0,10.0,161.0,10,2014,2012,2,Thursday,348,273
1645,stoney creek news,30604.0,2.73,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,348,273
1646,stoney creek news,29930.0,2.73,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,348,273
1647,stoney creek news,29930.5,2.73,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,348,273
1648,stoney creek news,29931.0,2.73,,1160.0,10.0,161.0,10.0,2018,2017,1,Thursday,348,273
1649,stoney creek news,29943.0,2.73,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,348,273
1650,stouffville sun tribune,12300.0,1.61,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Saturday,349,274
1651,stouffville sun tribune,12300.0,1.61,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,350,274
1652,stouffville sun tribune,13083.0,1.75,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,350,274
1653,stouffville sun tribune,13537.0,1.75,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,350,274
1654,stouffville sun tribune,13555.0,1.75,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,350,274
1655,stouffville sun tribune,13728.0,1.75,,1160.0,10.0,161.0,10.0,2017,2015,2,Thursday,350,274
1656,stouffville sun tribune,13901.0,1.75,,1160.0,10.0,161.0,10.0,2018,2015,3,Thursday,350,274
1657,stouffville sun tribune,14074.0,1.75,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,350,274
1658,stratford gazette,19549.0,1.53,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,351,275
1659,stratford gazette,19584.0,1.66,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,351,275
1660,stratford gazette,16583.0,1.66,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,351,275
1661,stratford gazette,19977.0,1.66,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,351,275
1662,stratford gazette,19855.0,1.66,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,351,275
1663,strathroy age dispatch,2263.0,1.08,128.0,469.0,9.0,160.0,3.0,2013,2012,1,Thursday,352,276
1664,strathroy age dispatch,2066.0,1.08,128.0,469.0,9.0,160.0,3,2014,2013,1,Thursday,352,276
1665,strathroy age dispatch,1480.0,1.08,118.0,352.0,9.0,160.0,3.0,2015,2014,1,Thursday,352,276
1666,strathroy age dispatch,843.0,0.99,,352.0,9.0,160.0,3.0,2016,2015,1,Thursday,352,276
1667,strathroy age dispatch,,0.99,,352.0,9.0,160.0,3.0,2017,2015,2,Thursday,352,276
1668,strathroy age dispatch,,0.99,,352.0,10.0,160.0,10.0,2018,2015,3,Thursday,352,276
1669,strathroy middlesex age dispatch,,0.99,,352.0,10.0,160.0,10.0,2019,2015,4,Thursday,353,277
1670,sturgeon falls west nipissing tribune,,0.91,247.0,553.0,6.0,196.0,5.0,2013,2011,2,Wednesday,354,278
1671,sturgeon falls west nipissing tribune,,0.91,247.0,553.0,6.0,196.0,5,2014,2012,2,Wednesday,354,278
1672,sturgeon falls west nipissing tribune,,0.91,247.0,553.0,6.0,196.0,5.0,2015,2013,2,Wednesday,354,278
1673,sturgeon falls west nipissing tribune,,0.91,,553.0,6.0,196.0,5.0,2016,2014,2,Wednesday,354,278
1674,sturgeon falls west nipissing tribune,,0.91,,412.0,6.0,196.0,5.0,2017,2015,2,Wednesday,354,278
1675,sturgeon falls west nipissing tribune,,1.02,,412.0,6.0,196.0,5.0,2018,2016,2,Wednesday,354,278
1676,sturgeon falls west nipissing tribune,,1.02,,412.0,6.0,196.0,5.0,2019,2016,3,Wednesday,354,278
1677,sudbury northern life,47620.0,2.47,361.0,722.0,9.0,196.0,3.0,2013,2012,1,Thursday,355,279
1678,sudbury northern life,47465.0,2.47,361.0,722.0,9.0,196.0,3,2014,2013,1,Thursday,355,279
1679,sudbury northern life,47136.0,2.47,361.0,722.0,9.0,196.0,3.0,2015,2014,1,Thursday,355,279
1680,sudbury northern life,46426.0,2.47,,722.0,9.0,196.0,3.0,2016,2015,1,Thursday,355,279
1681,sudbury northern life,45133.0,2.79,,722.0,8.0,196.0,6.0,2017,2016,1,Thursday,355,279
1682,sudbury northern life,44194.0,2.79,,722.0,8.0,196.0,6.0,2018,2017,1,Thursday,355,279
1683,sudbury northern life,44106.0,2.79,,722.0,8.0,196.0,6.0,2019,2018,1,Thursday,355,279
1684,sudbury northern life,38599.0,2.47,361.0,722.0,9.0,196.0,3.0,2013,2012,1,Tuesday,356,279
1685,sudbury northern life,38479.0,2.47,361.0,722.0,9.0,196.0,3,2014,2013,1,Tuesday,356,279
1686,sudbury northern life,38255.0,2.47,361.0,722.0,9.0,196.0,3.0,2015,2014,1,Tuesday,356,279
1687,sudbury northern life,37600.0,2.47,,722.0,9.0,196.0,3.0,2016,2015,1,Tuesday,356,279
1688,tavistock gazette,1261.0,0.66,147.0,147.0,6.0,192.0,5.0,2013,2012,1,Wednesday,357,280
1689,tavistock gazette,1244.0,0.68,147.0,147.0,6.0,192.0,5,2014,2013,1,Wednesday,357,280
1690,tavistock gazette,1241.0,0.71,147.0,147.0,6.0,192.0,5.0,2015,2014,1,Wednesday,357,280
1691,tavistock gazette,1217.3333333333333,0.72,,147.0,6.0,192.0,5.0,2016,2014,2,Wednesday,357,280
1692,tavistock gazette,1193.6666666666667,0.73,,147.0,6.0,192.0,5.0,2017,2015,2,Wednesday,357,280
1693,tavistock gazette,1170.0,0.74,,147.0,6.0,192.0,5.0,2018,2017,1,Wednesday,357,280
1694,tavistock gazette,1168.0,0.75,,147.0,6.0,192.0,5.0,2019,2018,1,Wednesday,357,280
1695,tecumseh shoreline week,17000.0,1.34,129.0,388.0,6.0,204.0,5.0,2013,2012,1,Friday,358,281
1696,tecumseh shoreline week,17156.0,1.34,129.0,388.0,6.0,204.0,5,2014,2012,2,Friday,358,281
1697,tecumseh shoreline week,17312.0,1.41,136.0,408.0,6.0,204.0,5.0,2015,2014,1,Friday,358,281
1698,tecumseh shoreline week,,1.41,,408.0,6.0,204.0,5.0,2016,2014,2,Friday,358,281
1699,tecumseh shoreline week,,1.48,,428.0,6.0,204.0,5.0,2017,2015,2,Friday,358,281
1700,tecumseh shoreline week,,1.62,,428.0,6.0,204.0,5.0,2018,2016,2,Friday,358,281
1701,tecumseh shoreline week,,1.62,,428.0,6.0,287.0,5.0,2019,2016,3,Friday,358,281
1702,terrace bay schreiber news,352.0,1.13,212.0,412.0,5.0,224.0,4.0,2013,2012,1,Tuesday,359,282
1703,terrace bay schreiber news,338.0,1.15,212.0,412.0,5.0,224.0,4,2014,2012,2,Tuesday,359,282
1704,terrace bay schreiber news,324.0,1.15,212.0,412.0,5.0,224.0,4.0,2015,2014,1,Tuesday,359,282
1705,terrace bay schreiber news,325.0,1.15,,412.0,5.0,224.0,4.0,2016,2015,1,Tuesday,359,282
1706,terrace bay schreiber news,308.0,1.15,,412.0,5.0,224.0,4.0,2017,2015,2,Tuesday,359,282
1707,terrace bay schreiber news,291.0,1.15,,412.0,5.0,224.0,4.0,2018,2017,1,Tuesday,359,282
1708,terrace bay schreiber news,,1.15,,412.0,5.0,224.0,4.0,2019,2017,2,Tuesday,359,282
1709,thamesville herald,755.0,0.49,88.0,176.0,6.0,224.0,5.0,2013,2012,1,Wednesday,360,283
1710,thamesville herald,742.0,0.49,88.0,176.0,6.0,224.0,5,2014,2013,1,Wednesday,360,283
1711,thamesville herald,685.0,0.49,88.0,176.0,6.0,224.0,5.0,2015,2014,1,Wednesday,360,283
1712,thamesville herald,627.0,0.51,,88.0,6.0,224.0,5.0,2016,2015,1,Wednesday,360,283
1713,thamesville herald,594.0,0.41,,220.5,9.0,192.0,3.0,2017,2016,1,Wednesday,360,283
1714,thamesville herald,,0.41,,353.0,9.0,192.0,3.0,2018,2016,2,Wednesday,360,283
1715,thamesville herald,,0.41,,353.0,9.0,192.0,3.0,2019,2016,3,Wednesday,360,283
1716,thessalon north shore sentinel,2089.0,0.71,118.0,353.0,6.0,205.0,5.0,2013,2012,1,Wednesday,361,284
1717,thessalon north shore sentinel,2104.0,0.71,118.0,118.0,6.0,205.0,5,2014,2013,1,Wednesday,361,284
1718,thessalon north shore sentinel,1901.0,0.71,118.0,118.0,6.0,161.0,5.0,2015,2014,1,Wednesday,361,284
1719,thessalon north shore sentinel,1824.0,0.71,,118.0,6.0,161.0,5.0,2016,2015,1,Wednesday,361,284
1720,thessalon north shore sentinel,1718.5,0.71,,118.0,6.0,161.0,5.0,2017,2015,2,Wednesday,361,284
1721,thessalon north shore sentinel,1613.0,0.71,,118.0,6.0,161.0,5.0,2018,2017,1,Wednesday,361,284
1722,thessalon north shore sentinel,,0.71,,118.0,6.0,161.0,5.0,2019,2017,2,Wednesday,361,284
1723,thorold niagara news,,0.53,88.0,206.0,9.0,160.0,3,2014,2012,2,Thursday,362,285
1724,thorold niagara news,7275.0,0.53,88.0,206.0,9.0,160.0,3.0,2015,2014,1,Thursday,362,285
1725,thorold niagara news,7129.0,0.53,,206.0,9.0,160.0,3.0,2016,2015,1,Thursday,362,285
1726,thorold niagara news,,0.53,,206.0,9.0,160.0,3.0,2017,2015,2,Thursday,362,285
1727,thorold niagara news,7276.0,0.53,88.0,206.0,9.0,160.0,3.0,2013,2012,1,Wednesday,363,285
1728,thunder bay source,43740.0,1.75,184.0,404.0,9.0,157.0,3.0,2013,2012,1,Friday,364,286
1729,thunder bay source,,1.75,184.0,404.0,9.0,157.0,3,2014,2012,2,Thursday,365,286
1730,thunder bay source,43740.0,1.75,184.0,404.0,9.0,157.0,3.0,2015,2014,1,Thursday,365,286
1731,thunder bay source,,1.75,,404.0,9.0,157.0,3.0,2016,2014,2,Thursday,365,286
1732,thunder bay source,,1.75,,404.0,9.0,157.0,3.0,2017,2015,2,Thursday,365,286
1733,thunder bay source,,1.75,,404.0,9.0,157.0,3.0,2018,2016,2,Thursday,365,286
1734,thunder bay source,,1.75,,404.0,9.0,157.0,3.0,2019,2017,2,Thursday,365,286
1735,tilbury times,1101.0,0.85,129.0,388.0,6.0,204.0,5.0,2013,2012,1,Tuesday,366,287
1736,tilbury times,1047.0,0.85,129.0,388.0,6.0,204.0,5,2014,2012,2,Tuesday,366,287
1737,tilbury times,993.0,0.89,136.0,408.0,6.0,204.0,5.0,2015,2014,1,Tuesday,366,287
1738,tilbury times,,0.89,,408.0,6.0,204.0,5.0,2016,2014,2,Tuesday,366,287
1739,tilbury times,,0.94,,428.0,6.0,204.0,5.0,2017,2015,2,Tuesday,366,287
1740,tilbury times,,1.04,,428.0,6.0,204.0,5.0,2018,2016,2,Tuesday,366,287
1741,tilbury times,,1.04,,428.0,6.0,287.0,5.0,2019,2017,2,Tuesday,366,287
1742,tilbury wheatley this week,,0.74,59.0,141.0,9.0,160.0,3.0,2013,0,2013,Thursday,367,288
1743,tilbury wheatley this week,,0.74,59.0,141.0,9.0,160.0,3,2014,0,2014,Thursday,367,288
1744,tillsonburg independent news,9844.0,1.15,186.0,556.0,10.0,301.0,3.0,2013,2012,1,Wednesday,368,289
1745,tillsonburg independent news,,1.15,186.0,556.0,10.0,287.0,3.0,2015,2013,2,Wednesday,368,289
1746,tillsonburg independent news,,1.15,,556.0,10.0,287.0,3.0,2016,2014,2,Wednesday,368,289
1747,tillsonburg independent news,,1.18,,556.0,10.0,287.0,10.0,2017,2014,3,Wednesday,368,289
1748,tillsonburg independent news,,1.19,,556.0,10.0,287.0,10.0,2018,2015,3,Wednesday,368,289
1749,tillsonburg independent news,,1.19,,556.0,10.0,287.0,10.0,2019,2015,4,Wednesday,368,289
1750,tillsonburg news,,1.05,186.0,556.0,10.0,287.0,3.0,2015,2013,2,Friday,369,290
1751,tillsonburg news,,1.05,,556.0,10.0,287.0,3.0,2016,2014,2,Friday,369,290
1752,tillsonburg news,,1.07,,556.0,10.0,287.0,10.0,2017,2014,3,Friday,369,290
1753,tillsonburg news,,1.08,,556.0,10.0,287.0,10.0,2018,2015,3,Friday,369,290
1754,tillsonburg news,,1.08,,556.0,10.0,287.0,10.0,2019,2015,4,Friday,369,290
1755,timmins times,16478.0,1.42,128.0,386.0,9.0,160.0,3.0,2013,2012,1,Thursday,370,291
1756,timmins times,16325.0,1.42,128.0,386.0,9.0,160.0,3,2014,2013,1,Thursday,370,291
1757,timmins times,,1.42,128.0,386.0,9.0,160.0,3.0,2015,2013,2,Thursday,370,291
1758,timmins times,,1.42,,386.0,9.0,160.0,3.0,2016,2013,3,Thursday,370,291
1759,timmins times,,1.42,,386.0,9.0,160.0,3.0,2017,2015,2,Thursday,370,291
1760,timmins times,,1.42,,386.0,9.0,160.0,3.0,2018,2015,3,Thursday,370,291
1761,timmins times,,1.42,,386.0,10.0,160.0,10.0,2019,2015,4,Thursday,370,291
1762,toronto aaj kaal,,1.18,118.0,471.0,5.0,220.0,-,2014,0,2014,Friday,371,292
1763,toronto aaj kaal,,1.18,235.0,235.0,5.0,220.0,-,2015,0,2015,Friday,371,292
1764,toronto bloor west parkdale liberty villager,57907.0,,250.0,,10.0,175.0,,2013,2012,1,Thursday,372,293
1765,toronto bloor west parkdale neighbourhood voice,39877.0,3.48,,1160.0,10.0,161.0,10.0,2019,2018,1,Thursday,373,294
1766,toronto bloor west parkdale villager,,3.48,,1160.0,10.0,161.0,10.0,2018,2016,2,Thursday,374,295
1767,toronto bloor west villager,33173.0,2.9,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,375,296
1768,toronto bloor west villager,33602.0,2.9,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,375,296
1769,toronto bloor west villager,34614.0,2.9,,1160.0,10.0,161.0,10.0,2016,2015,1,Thursday,375,296
1770,toronto bloor west villager,34154.0,2.9,,1160.0,10.0,161.0,10.0,2017,2016,1,Thursday,375,296
1771,toronto can india news,,2.17,600.0,600.0,6.0,217.0,5,2014,2012,2,Friday,376,297
1772,toronto can india news,,2.24,600.0,600.0,6.0,217.0,5.0,2015,2013,2,Friday,376,297
1773,toronto can india news,,2.29,,659.0,6.0,217.0,5.0,2016,2013,3,Friday,376,297
1774,toronto caribbean,,0.65,118.0,118.0,4.0,182.0,8,2014,0,2014,Wednesday,377,298
1775,toronto caribbean,,0.65,118.0,118.0,4.0,182.0,8.0,2015,0,2015,Wednesday,377,298
1776,toronto city centre mirror,45540.0,4.34,335.0,1160.0,10.0,175.0,10.0,2013,2012,1,Thursday,378,299
1777,toronto city centre mirror,46701.0,4.74,1160.0,1160.0,10.0,161.0,10,2014,2013,1,Thursday,378,299
1778,toronto city centre mirror,47154.0,4.74,1160.0,1160.0,10.0,161.0,10.0,2015,2014,1,Thursday,378,299
