,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs
57,8332,Thursday,T,2016,arnprior,arnprior chronicle guide,metroland media group ltd.,0,ON,8332,metroland media group ltd.,"['arnprior ,ON, Canada']",8795,8114,8.4,4124,3912,672.7,13.07,45.4,7160,1385,2290,3485,125,875,7160,6955,33579,8515,8070,435,"[(45.433515, -76.3543692)]",['Arnprior']
58,8114,Thursday,T,2017,arnprior,arnprior chronicle guide,metroland media group ltd.,0,ON,8114,metroland media group ltd.,"['arnprior ,ON, Canada']",8795,8114,8.4,4124,3912,672.7,13.07,45.4,7160,1385,2290,3485,125,875,7160,6955,33579,8515,8070,435,"[(45.433515, -76.3543692)]",['Arnprior']
59,8019,Thursday,T,2018,arnprior,arnprior chronicle guide,metroland media group ltd.,0,ON,8019,metroland media group ltd.,"['arnprior ,ON, Canada']",8795,8114,8.4,4124,3912,672.7,13.07,45.4,7160,1385,2290,3485,125,875,7160,6955,33579,8515,8070,435,"[(45.433515, -76.3543692)]",['Arnprior']
60,7085,Thursday,T,2019,arnprior,arnprior chronicle guide,metroland media group ltd.,0,ON,7085,metroland media group ltd.,"['arnprior ,ON, Canada']",8795,8114,8.4,4124,3912,672.7,13.07,45.4,7160,1385,2290,3485,125,875,7160,6955,33579,8515,8070,435,"[(45.433515, -76.3543692)]",['Arnprior']
61,12,Wednesday,T,2013,arthur,arthur enterprise news,metroland media group ltd.,510,ON,522,metroland media group ltd.,"['arthur ,ON, Canada']",11914,11477,3.8,4839,4682,22.6,526.21,42,9385,3115,2780,3490,115,755,9385,9110,31859,11610,10615,925,"[(43.8309446, -80.5355526)]",['Wellington North']
62,0,Wednesday,T,2014,arthur,arthur enterprise news,metroland media group ltd.,420,ON,420,metroland media group ltd.,"['arthur ,ON, Canada']",11914,11477,3.8,4839,4682,22.6,526.21,42,9385,3115,2780,3490,115,755,9385,9110,31859,11610,10615,925,"[(43.8309446, -80.5355526)]",['Wellington North']
63,0,Wednesday,T,2015,arthur,arthur enterprise news,metroland media group ltd.,315,ON,315,metroland media group ltd.,"['arthur ,ON, Canada']",11914,11477,3.8,4839,4682,22.6,526.21,42,9385,3115,2780,3490,115,755,9385,9110,31859,11610,10615,925,"[(43.8309446, -80.5355526)]",['Wellington North']
64,0,Wednesday,T,2016,arthur,arthur enterprise news,metroland media group ltd.,235,ON,235,metroland media group ltd.,"['arthur ,ON, Canada']",11914,11477,3.8,4839,4682,22.6,526.21,42,9385,3115,2780,3490,115,755,9385,9110,31859,11610,10615,925,"[(43.8309446, -80.5355526)]",['Wellington North']
65,43,Monday,T,2013,atikokan,atikokan progress,atikokan printing (1994) ltd.,1263,ON,1306,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
66,40,Monday,T,2014,atikokan,atikokan progress,atikokan printing (1994) ltd.,1220,ON,1260,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
67,39,Monday,T,2015,atikokan,atikokan progress,atikokan printing (1994) ltd.,1154,ON,1193,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
68,38,Monday,T,2016,atikokan,atikokan progress,atikokan printing (1994) ltd.,1075,ON,1113,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
69,34,Monday,T,2017,atikokan,atikokan progress,atikokan printing (1994) ltd.,1047,ON,1081,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
70,34,Monday,T,2018,atikokan,atikokan progress,atikokan printing (1994) ltd.,1053,ON,1087,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
71,32,Monday,T,2019,atikokan,atikokan progress,atikokan printing (1994) ltd.,1012,ON,1044,atikokan printing (1994) ltd.,"['atikokan ,ON, Canada']",2753,2787,-1.2,1477,1305,8.6,319.52,46.2,2345,545,725,1080,50,210,2325,2265,33225,2690,2580,105,"[(48.762526, -91.624603)]",['Atikokan']
72,7342,Thursday,T,2013,aurora,aurora king connection,metroland media group ltd.,0,ON,7342,metroland media group ltd.,"['aurora ,ON, Canada']",55445,53203,4.2,19381,18851,1112.3,49.85,39.6,44870,5630,11335,27905,1370,15660,44870,42790,40382,54705,37795,16510,"[(43.99973, -79.467545)]",['Aurora']
73,14,Wednesday,B,2013,aylmer,aylmer express,aylmer express ltd.,3584,ON,3598,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
74,30,Wednesday,B,2014,aylmer,aylmer express,aylmer express ltd.,3391,ON,3421,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
75,30,Wednesday,B,2015,aylmer,aylmer express,aylmer express ltd.,3391,ON,3421,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
76,12,Wednesday,B,2016,aylmer,aylmer express,aylmer express ltd.,3302,ON,3314,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
77,14,Wednesday,B,2017,aylmer,aylmer express,aylmer express ltd.,3076,ON,3090,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
78,13,Wednesday,B,2018,aylmer,aylmer express,aylmer express ltd.,3013,ON,3026,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
79,13,Wednesday,B,2019,aylmer,aylmer express,aylmer express ltd.,2929,ON,2942,aylmer express ltd.,"['aylmer ,ON, Canada']",7492,7151,4.8,3031,2961,1197.6,6.26,40,5935,2040,1790,2105,35,510,5940,5685,27637,7425,5770,1590,"[(42.773227, -80.983658)]",['Aylmer']
80,0,Wednesday,B,2013,ayr,ayr news,ayr news ltd.,3204,ON,3204,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
81,0,Wednesday,B,2014,ayr,ayr news,ayr news ltd.,3150,ON,3150,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
82,0,Wednesday,B,2015,ayr,ayr news,ayr news ltd.,3082,ON,3082,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
83,0,Wednesday,B,2016,ayr,ayr news,ayr news ltd.,3052,ON,3052,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
84,0,Wednesday,B,2017,ayr,ayr news,ayr news ltd.,2939,ON,2939,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
85,0,Wednesday,B,2018,ayr,ayr news,ayr news ltd.,2785,ON,2785,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
86,0,Wednesday,B,2019,ayr,ayr news,ayr news ltd.,2603,ON,2603,ayr news ltd.,"['ayr ,ON, Canada']",10215,9334,9.4,3564,3531,54.5,187.43,39.9,8220,1385,2290,4540,175,1700,8220,7935,45050,10125,8890,1215,"[(43.2855122, -80.4507012)]",['North Dumfries']
87,7850,Friday,T,2013,bancroft,bancroft this week,sun media corporation,0,ON,7850,sun media corporation,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
88,7871,Friday,T,2014,bancroft,bancroft this week,maple key media,0,ON,7871,sun media corporation,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
89,9338,Friday,T,2015,bancroft,bancroft this week,maple key media,0,ON,9338,maple key media,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
90,9176,Friday,T,2016,bancroft,bancroft this week,maple key media,0,ON,9176,maple key media,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
91,8962,Friday,T,2017,bancroft,bancroft this week,white pine media corp.,0,ON,8962,maple key media,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
92,8962,Friday,T,2018,bancroft,bancroft this week,white pine media corp.,0,ON,8962,white pine media corp.,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
93,8962,Friday,T,2019,bancroft,bancroft this week,white pine media corp.,0,ON,8962,white pine media corp.,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
94,0,Thursday,B,2013,bancroft,bancroft times,bancroft times,3840,ON,3840,bancroft times,"['bancroft ,ON, Canada']",3881,3880,0,1944,1750,16.9,229.51,48.8,3255,1035,855,1365,40,320,3245,3140,25040,3740,3420,315,"[(45.0570769, -77.8537127)]",['Bancroft']
95,15946,Thursday,B,2016,aurora,banner,metroland media group ltd.,0,ON,15946,metroland media group ltd.,"['aurora ,ON, Canada']",55445,53203,4.2,19381,18851,1112.3,49.85,39.6,44870,5630,11335,27905,1370,15660,44870,42790,40382,54705,37795,16510,"[(43.99973, -79.467545)]",['Aurora']
96,58366,Sunday,T,2016,aurora,banner,metroland media group ltd.,0,ON,58366,metroland media group ltd.,"['aurora ,ON, Canada']",55445,53203,4.2,19381,18851,1112.3,49.85,39.6,44870,5630,11335,27905,1370,15660,44870,42790,40382,54705,37795,16510,"[(43.99973, -79.467545)]",['Aurora']
97,17138,Friday,T,2013,barrhaven,barrhaven independent,the morris group,0,ON,17138,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
98,8708,Friday,T,2019,barrhaven,barrhaven independent,the morris group,0,ON,8708,the morris group,"['barrhaven ,ON, Canada']",934243,883391,5.8,395985,373756,334.8,2790.3,40.1,761420,93230,183110,485080,14950,286700,761420,728275,41857,916855,685260,216505,"[(45.280172, -75.759707)]",['Ottawa']
99,52243,Tuesday,B,2013,barrie,barrie advance,metroland media group ltd.,0,ON,52243,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
100,52243,Thursday,T,2013,barrie,barrie advance,metroland media group ltd.,0,ON,52243,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
101,52434,Thursday,T,2014,barrie,barrie advance,metroland media group ltd.,0,ON,52434,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
102,52317,Thursday,T,2015,barrie,barrie advance,metroland media group ltd.,0,ON,52317,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
103,52759,Thursday,T,2016,barrie,barrie advance,metroland media group ltd.,0,ON,52759,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
104,52713,Thursday,T,2017,barrie,barrie advance,metroland media group ltd.,0,ON,52713,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
105,52226,Thursday,T,2018,barrie,barrie advance,metroland media group ltd.,0,ON,52226,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
106,51125,Thursday,T,2019,barrie,barrie advance,metroland media group ltd.,0,ON,51125,metroland media group ltd.,"['barrie ,ON, Canada']",141434,136063,3.9,54227,52476,1428,99.04,38.9,113575,19990,35220,58365,1705,19500,113575,108835,33731,139055,119420,18655,"[(44.3893113, -79.6901736)]",['Barrie']
107,0,Wednesday,T,2013,barry's%20bay,barrys bay this week,sun media corporation,1292,ON,1292,sun media corporation,"[""barry's bay ,ON, Canada""]",4123,4282,-3.7,2619,1706,6.1,672.51,50.1,3325,960,835,1530,105,430,3305,3215,27376,3785,3535,230,"[(45.488298, -77.679176)]",['Madawaska Valley']
108,24453,Monthly,T,2013,toronto,bayview post,post city magazines,0,ON,24453,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
109,24474,Monthly,T,2014,toronto,bayview post,post city magazines,0,ON,24474,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
110,24499,Monthly,T,2015,toronto,bayview post,post city magazines,0,ON,24499,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
111,24499,Monthly,T,2016,toronto,bayview post,post city magazines,0,ON,24499,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
112,24499,Monthly,T,2017,toronto,bayview post,post city magazines,0,ON,24499,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
113,24499,12-times per year,T,2018,toronto,bayview post,post city magazines,0,ON,24499,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
114,23591,12-times per year,T,2019,toronto,bayview post,post city magazines,0,ON,23591,post city magazines,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
115,45683,Thursday,T,2019,east%20york,beach  east york neighbourhood voice,metroland media group ltd.,0,ON,45683,metroland media group ltd.,"['east york ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.699971000000005, -79.33251996261595)]",['Toronto']
116,29980,Tuesday,T,2013,toronto,beach metro community news,ward 9 community news inc.,20,ON,30000,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
117,28480,Tuesday,T,2014,toronto,beach metro community news,ward 9 community news inc.,20,ON,28500,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
118,29480,Tuesday,T,2015,toronto,beach metro community news,ward 9 community news inc.,20,ON,29500,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
119,29480,Tuesday,T,2016,toronto,beach metro community news,ward 9 community news inc.,20,ON,29500,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
120,29480,Tuesday,T,2017,toronto,beach metro community news,ward 9 community news inc.,20,ON,29500,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
121,29480,Tuesday,T,2018,toronto,beach metro community news,ward 9 community news inc.,20,ON,29500,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
122,29480,Tuesday,T,2019,toronto,beach metro community news,ward 9 community news inc.,20,ON,29500,ward 9 community news inc.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
123,21529,Thursday,T,2013,toronto,beachriverdale mirror,metroland media group ltd.,0,ON,21529,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
124,21585,Thursday,T,2014,toronto,beachriverdale mirror,metroland media group ltd.,0,ON,21585,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
125,23236,Thursday,T,2015,toronto,beachriverdale mirror,metroland media group ltd.,0,ON,23236,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
126,22249,Thursday,T,2016,toronto,beachriverdale mirror,metroland media group ltd.,0,ON,22249,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
127,22249,Thursday,T,2017,toronto,beachriverdale mirror,metroland media group ltd.,0,ON,22249,metroland media group ltd.,"['toronto ,ON, Canada']",2731571,2615060,4.5,1179057,1112929,4334.4,630.2,40.6,2294785,377340,561090,1356360,65015,835255,2294790,2187030,30089,2691665,1332085,1266000,"[(43.6534817, -79.3839347)]",['Toronto']
128,7695,Friday,T,2014,parry%20sound,beacon star,metroland media group ltd.,11,ON,7706,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
129,7597,Friday,T,2015,parry%20sound,beacon star,metroland media group ltd.,7,ON,7604,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
130,7433,Friday,T,2016,parry%20sound,beacon star,metroland media group ltd.,0,ON,7433,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
131,7328,Friday,T,2017,parry%20sound,beacon star,metroland media group ltd.,0,ON,7328,metroland media group ltd.,"['parry sound ,ON, Canada']",916,918,-0.2,1410,444,1,957.93,54.8,885,180,245,465,15,60,850,835,28640,930,845,85,"[(45.6675279, -80.1055284)]",['Whitestone']
132,52064,Friday,T,2014,oakville,beaver,metroland media group ltd.,0,ON,52064,metroland media group ltd.,"['oakville ,ON, Canada']",193832,182520,6.2,68617,66269,1395.6,138.89,39.7,155020,18070,35120,101830,4260,64810,155025,146945,42152,191720,119945,68850,"[(43.447436, -79.666672)]",['Oakville']
133,52059,Wednesday,B,2014,oakville,beaver,metroland media group ltd.,0,ON,52059,metroland media group ltd.,"['oakville ,ON, Canada']",193832,182520,6.2,68617,66269,1395.6,138.89,39.7,155020,18070,35120,101830,4260,64810,155025,146945,42152,191720,119945,68850,"[(43.447436, -79.666672)]",['Oakville']
134,52082,Thursday,T,2014,oakville,beaver,metroland media group ltd.,0,ON,52082,metroland media group ltd.,"['oakville ,ON, Canada']",193832,182520,6.2,68617,66269,1395.6,138.89,39.7,155020,18070,35120,101830,4260,64810,155025,146945,42152,191720,119945,68850,"[(43.447436, -79.666672)]",['Oakville']
135,51646,Friday,T,2015,oakville,beaver,metroland media group ltd.,118,ON,51764,metroland media group ltd.,"['oakville ,ON, Canada']",193832,182520,6.2,68617,66269,1395.6,138.89,39.7,155020,18070,35120,101830,4260,64810,155025,146945,42152,191720,119945,68850,"[(43.447436, -79.666672)]",['Oakville']
136,51662,Thursday,T,2015,oakville,beaver,metroland media group ltd.,135,ON,51797,metroland media group ltd.,"['oakville ,ON, Canada']",193832,182520,6.2,68617,66269,1395.6,138.89,39.7,155020,18070,35120,101830,4260,64810,155025,146945,42152,191720,119945,68850,"[(43.447436, -79.666672)]",['Oakville']
137,43980,Wednesday,B,2015,oakville,beaver,metroland media group ltd.,111,ON,44091,metroland media group ltd.,"['oakville ,ON, Canada']",193832,182520,6.2,68617,66269,1395.6,138.89,39.7,155020,18070,35120,101830,4260,64810,155025,146945,42152,191720,119945,68850,"[(43.447436, -79.666672)]",['Oakville']
