,Newspaper,Issued,Circ,Audit,AuditDate,NatlLineRate,SpotColour,ProcessColour,Format,Columns,Lines,MaterialCode,Year
651,brockville st. lawrence news,Thursday,"29,518",CMCAC,06/30/14,$1.14,"$1,160","$1,160",T,10.0,161.0,10.0,2015
956,brockville st. lawrence news,Thursday,"28,808",CMCA,12/31/14,$1.14,,"$1,160",T,10.0,161.0,10.0,2016
1252,brockville st. lawrence news,Thursday,"30,466",CMCA,12/31/15,$1.14,,"$1,160",T,10.0,161.0,10.0,2017
36,bruce peninsula press,Monthly,"2,867",CMCAC,06/30/12,$0.75,$176,$176,T,8.0,224.0,6.0,2013
343,bruce peninsula press,Monthly,"3,080",CMCAC,12/31/12,$0.78,$176,$176,T,8.0,224.0,6,2014
652,bruce peninsula press,18x/year,"3,080",CMCAC,12/31/13,$0.80,$176,$176,T,8.0,224.0,6.0,2015
957,bruce peninsula press,18x/year,"3,021",CMCA,06/30/14,$0.82,,$176,T,8.0,196.0,6.0,2016
1253,bruce peninsula press,18x/year,"2,861",CMCA,06/30/15,$0.85,,$176,T,8.0,196.0,6.0,2017
1534,bruce peninsula press,18x/year,"3,096",CMCA,12/31/16,$0.88,,$176,T,8.0,196.0,6.0,2018
1777,bruce peninsula press,18x/year,"3,096",CMCA,12/31/16,$0.91,,$176,T,8.0,196.0,6.0,2019
37,burks falls almaguin news,Thursday,"2,643",CMCAP,06/30/12,$0.83,$335,"$1,160",B,10.0,301.0,10.0,2013
344,burks falls almaguin news,Thursday,"2,767",CMCAP,12/31/12,$0.81,"$1,160","$1,160",B,10.0,301.0,10,2014
653,burks falls almaguin news,Thursday,"2,373",CMCAP,06/30/14,$0.81,"$1,160","$1,160",B,10.0,301.0,10.0,2015
958,burks falls almaguin news,Thursday,"2,523",CMCA,12/31/14,$0.81,,"$1,160",B,10.0,301.0,10.0,2016
1254,burks falls almaguin news,Thursday,"2,380",CMCA,12/31/15,$0.81,,"$1,160",B,10.0,301.0,10.0,2017
1535,burks falls almaguin news,Thursday,"2,218",CMCA,12/31/16,$0.81,,"$1,160",B,10.0,297.0,10.0,2018
1778,burks falls almaguin news,Thursday,"1,970",CMCA,12/31/17,$0.81,,"$1,160",B,10.0,297.0,10.0,2019
345,burlington de nederlandse courant,17x/Year,"2,700",PS,,$1.31,$235,$235,T,5.0,224.0,4,2014
654,burlington de nederlandse courant,Monthly,"2,700",PS,,$1.47,$201,$201,P,4.0,137.0,,2015
959,burlington de nederlandse courant,Monthly,"2,700",PS,,$1.47,,$201,P,4.0,137.0,2.0,2016
39,burlington post,Friday,"49,818",CCAB,03/31/12,$5.17,$335,"$1,160",T,10.0,175.0,10.0,2013
40,burlington post,Thursday,"60,967",CCAB,03/31/12,$5.17,$335,"$1,160",T,10.0,175.0,10.0,2013
41,burlington post,Wednesday,"49,598",CCAB,03/31/12,$5.03,$335,"$1,160",T,10.0,175.0,10.0,2013
347,burlington post,Friday,"49,979",CCAB,03/31/13,$5.64,"$1,160","$1,160",T,10.0,161.0,10,2014
348,burlington post,Thursday,"60,973",CCAB,03/31/13,$5.64,"$1,160","$1,160",T,10.0,161.0,10,2014
349,burlington post,Wednesday,"49,808",CCAB,03/31/13,$5.49,"$1,160","$1,160",T,10.0,161.0,10,2014
656,burlington post,Friday,"49,583",CCAB,03/31/14,$5.64,"$1,160","$1,160",T,10.0,161.0,10.0,2015
657,burlington post,Thursday,"60,379",CCAB,03/31/14,$5.64,"$1,160","$1,160",T,10.0,161.0,10.0,2015
961,burlington post,Friday,"49,456",CCAB,03/31/15,$5.64,,"$1,160",T,10.0,161.0,10.0,2016
962,burlington post,Thursday,"60,227",CCAB,03/31/15,$5.64,,"$1,160",T,10.0,161.0,10.0,2016
1256,burlington post,Friday,"48,790",CCAB,03/31/16,$5.64,,"$1,160",T,10.0,161.0,10.0,2017
1257,burlington post,Thursday,"59,245",CCAB,03/31/16,$5.64,,"$1,160",T,10.0,161.0,10.0,2017
1537,burlington post,Friday,"48,174",CCAB,12/31/16,$5.64,,"$1,160",T,10.0,161.0,10.0,2018
1538,burlington post,Thursday,"57,872",CCAB,12/31/16,$5.64,,"$1,160",T,10.0,161.0,10.0,2018
1779,burlington post,Thursday,"57,606",CCAB,06/30/18,$5.64,,"$1,160",T,10.0,161.0,10.0,2019
38,burlington post flamborough review,Thursday,"74,724",CCAB,03/31/12,$6.08,$670,"$2,320",T,10.0,175.0,10.0,2013
346,burlington post flamborough review,Thursday,"74,724",CCAB,03/31/12,$6.64,"$2,320","$2,320",T,10.0,161.0,10,2014
655,burlington post flamborough review,Thursday,"74,235",CCAB,03/31/14,$6.64,"$2,320","$2,320",T,10.0,161.0,10.0,2015
960,burlington post flamborough review,Thursday,"74,046",CCAB,03/31/15,$6.64,,"$2,320",T,10.0,161.0,10.0,2016
1255,burlington post flamborough review,Thursday,"74,046",CCAB,03/31/15,$6.64,,"$2,320",T,10.0,161.0,10.0,2017
1536,burlington post flamborough review,Thursday,"72,085",CCAB,12/31/16,$6.64,,"$2,320",T,10.0,161.0,10.0,2018
1780,burlington post flamborough review,Thursday,"71,793",CCAB,06/30/18,$6.64,,"$2,320",T,10.0,161.0,10.0,2019
42,caledon citizen,Thursday,"15,965",CMCAC,10/31/11,$0.80,$59,$235,B,8.0,276.0,6.0,2013
350,caledon citizen,Thursday,"16,226",CMCAC,04/30/13,$0.80,$59,$235,B,8.0,300.0,,2014
658,caledon citizen,Thursday,"12,240",CMCAC,04/30/14,$0.80,$59,$235,B,8.0,300.0,,2015
963,caledon citizen,Thursday,"18,566",CMCA,04/30/14,$0.80,,$235,B,8.0,300.0,9.0,2016
1258,caledon citizen,Thursday,"18,566",CMCA,04/30/15,$0.80,,$235,B,8.0,300.0,9.0,2017
1539,caledon citizen,Thursday,"18,566",CMCA,04/30/15,$0.80,,$235,B,8.0,300.0,9.0,2018
1781,caledon citizen,Thursday,"18,566",CMCA,04/30/15,$0.80,,$235,B,8.0,300.0,9.0,2019
43,caledon enterprise,Thursday,"16,892",CCAB,03/31/12,$1.83,$335,"$1,160",T,10.0,175.0,10.0,2013
44,caledon enterprise,Tuesday,"12,988",CCAB,03/31/12,$1.83,$335,"$1,160",T,10.0,175.0,10.0,2013
351,caledon enterprise,Thursday,"17,140",CCAB,03/31/13,$2.00,"$1,160","$1,160",T,10.0,161.0,10,2014
352,caledon enterprise,Tuesday,"13,161",CCAB,03/31/13,$2.00,"$1,160","$1,160",T,10.0,161.0,10,2014
659,caledon enterprise,Thursday,"17,089",CCAB,03/31/14,$2.06,"$1,160","$1,160",T,10.0,161.0,10.0,2015
660,caledon enterprise,Tuesday,"13,067",CCAB,03/31/14,$2.00,"$1,160","$1,160",T,10.0,161.0,10.0,2015
964,caledon enterprise,Thursday,"17,951",CCAB,03/31/15,$2.06,,"$1,160",T,10.0,161.0,10.0,2016
1259,caledon enterprise,Thursday,"18,657",CCAB,03/31/16,$2.06,,"$1,160",T,10.0,161.0,10.0,2017
1540,caledon enterprise,Thursday,"18,437",CCAB,12/31/16,$2.06,,"$1,160",T,10.0,161.0,10.0,2018
1782,caledon enterprise,Thursday,"19,199",CCAB,06/30/18,$2.06,,"$1,160",T,10.0,161.0,10.0,2019
46,cambridge times,Friday,"43,059",CMCAC,06/30/12,$1.84,$335,"$1,160",T,10.0,175.0,10.0,2013
47,cambridge times,Thursday,"48,159",CMCAC,06/30/12,$1.84,$335,"$1,160",T,10.0,175.0,10.0,2013
48,cambridge times,Tuesday,"43,045",CMCAC,06/30/12,$1.84,$335,"$1,160",T,10.0,175.0,10.0,2013
354,cambridge times,Friday,"42,992",CMCAC,12/31/12,$2.01,"$1,160","$1,160",T,10.0,161.0,10,2014
355,cambridge times,Thursday,"48,113",CMCAC,12/31/12,$2.22,"$1,160","$1,160",T,10.0,161.0,10,2014
356,cambridge times,Tuesday,"43,185",CMCAC,12/31/12,$2.01,"$1,160","$1,160",T,10.0,161.0,10,2014
662,cambridge times,Friday,"43,070",CMCAC,06/30/14,$2.01,"$1,160","$1,160",T,10.0,161.0,10.0,2015
663,cambridge times,Thursday,"48,224",CMCAC,06/30/14,$2.22,"$1,160","$1,160",T,10.0,161.0,10.0,2015
664,cambridge times,Tuesday,"43,067",CMCAC,06/30/14,$2.01,"$1,160","$1,160",T,10.0,161.0,10.0,2015
966,cambridge times,Thursday,"48,168",CMCA,12/31/14,$2.22,,"$1,160",T,10.0,161.0,10.0,2016
967,cambridge times,Tuesday,"42,956",CMCA,12/31/14,$2.01,,"$1,160",T,10.0,161.0,10.0,2016
1261,cambridge times,Thursday,"46,877",CMCA,12/31/15,$2.22,,"$1,160",T,10.0,161.0,10.0,2017
1262,cambridge times,Tuesday,"41,666",CMCA,12/31/15,$2.01,,"$1,160",T,10.0,161.0,10.0,2017
1542,cambridge times,Thursday,"46,295",CMCA,12/31/16,$2.22,,"$1,160",T,10.0,161.0,10.0,2018
1543,cambridge times,Tuesday,"41,054",CMCA,12/31/16,$2.01,,"$1,160",T,10.0,161.0,10.0,2018
1783,cambridge times,Thursday,"46,295",CMCA,12/31/16,$2.22,,"$1,160",T,10.0,161.0,10.0,2019
1784,cambridge times,Tuesday,"41,054",CMCA,12/31/16,$2.01,,"$1,160",T,10.0,161.0,10.0,2019
49,campbellford northwest emc,Thursday,"11,630",CMCAC,03/31/12,$1.13,$335,"$1,160",T,6.0,218.0,5.0,2013
357,campbellford trent hills independent,Thursday,"11,630",CMCAC,12/31/12,$0.98,"$1,160","$1,160",T,10.0,189.0,10,2014
665,campbellford trent hills independent,Thursday,"11,750",CMCAC,12/31/13,$1.16,"$1,160","$1,160",T,10.0,161.0,10.0,2015
50,carleton place almonte canadian gazette,Thursday,"12,509",CMCAC,06/30/12,$0.87,$335,"$1,160",T,6.0,218.0,5.0,2013
358,carleton place almonte canadian gazette,Thursday,"12,812",CMCAC,12/31/12,$0.61,"$1,160","$1,160",T,10.0,189.0,10,2014
666,carleton place almonte canadian gazette,Thursday,"13,125",CMCAC,06/30/14,$0.71,"$1,160","$1,160",T,10.0,161.0,10.0,2015
968,carleton place almonte canadian gazette,Thursday,"13,376",CMCA,12/31/14,$0.71,,"$1,160",T,10.0,161.0,10.0,2016
1263,carleton place almonte canadian gazette,Thursday,"12,246",CMCA,12/31/15,$0.71,,"$1,160",T,10.0,161.0,10.0,2017
1544,carleton place almonte canadian gazette,Thursday,"11,690",CMCA,12/31/16,$0.71,,"$1,160",T,10.0,161.0,10.0,2018
1785,carleton place almonte canadian gazette,Thursday,"11,547",CMCA,06/30/18,$0.71,,"$1,160",T,10.0,161.0,10.0,2019
969,central hastings trent hills news,Thursday,"20,334",CMCA,12/31/14,$1.51,,"$1,160",T,10.0,161.0,10.0,2016
1264,central hastings trent hills news,Thursday,"19,975",CMCA,12/31/15,$1.51,,"$1,160",T,10.0,161.0,10.0,2017
1546,chatham kent this week,Thursday,"43,000",CMCA,12/31/15,$1.06,,$376,T,9.0,160.0,3.0,2018
1787,chatham kent this week,Thursday,"43,000",CMCA,12/31/15,$0.95,,$376,T,10.0,160.0,10.0,2019
51,chatham this week,Wednesday,"19,679",CMCAC,06/30/12,$0.99,$94,$376,T,9.0,160.0,3.0,2013
359,chatham this week,Wednesday,"19,692",CMCAC,06/30/13,$0.99,$94,$376,T,9.0,160.0,3,2014
667,chatham this week,Wednesday,"19,670",CMCAC,12/31/13,$0.99,$94,$376,T,9.0,160.0,3.0,2015
970,chatham this week,Wednesday,"19,785",CMCA,06/30/14,$0.99,,$376,T,9.0,160.0,3.0,2016
1265,chatham this week,Wednesday,"19,760",CMCA,12/31/15,$0.99,,$376,T,9.0,160.0,3.0,2017
360,chatham voice,Thursday,"21,774",PS,,$0.97,incl.,incl.,T,9.0,192.0,3,2014
668,chatham voice,Thursday,"19,041",CMCAC,07/31/14,$0.97,Incl.,Incl.,T,9.0,192.0,3.0,2015
971,chatham voice,Thursday,"19,401",CMCA,07/31/14,$0.97,,incl.,T,9.0,192.0,3.0,2016
1266,chatham voice,Thursday,"19,290",CMCA,04/30/16,$0.97,,incl.,T,9.0,192.0,3.0,2017
1545,chatham voice,Thursday,"19,300",CMCA,10/31/16,$0.97,,incl.,T,9.0,192.0,3.0,2018
1786,chatham voice,Thursday,"19,300",CMCA,10/31/16,$0.97,,$0,T,9.0,192.0,3.0,2019
52,chesterville record,Wednesday,"1,593",CMCAP,06/30/12,$0.80,$176,$529,T,6.0,220.0,5.0,2013
361,chesterville record,Wednesday,"2,256",CMCAP,12/31/12,$0.75,$176,$294,T,6.0,220.0,5,2014
669,chesterville record,Wednesday,"1,797",CMCAP,06/30/14,$0.82,$176,$294,T,6.0,220.0,5.0,2015
972,chesterville record,Wednesday,"1,700",CMCA,12/31/14,$0.82,,$294,T,6.0,217.0,5.0,2016
1267,chesterville record,Wednesday,"1,582",CMCA,12/31/15,$0.82,,$294,T,6.0,217.0,5.0,2017
1547,chesterville record,Wednesday,"1,369",CMCA,12/31/16,$0.82,,$294,T,6.0,217.0,5.0,2018
1788,chesterville record,Wednesday,"1,217",CMCA,12/31/17,$0.82,,$294,T,6.0,217.0,5.0,2019
53,clarington this week,Wed/Thur,"25,731",CCAB,03/31/12,$2.96,$335,"$1,160",T,10.0,175.0,10.0,2013
362,clarington this week,Wed/Thur,"25,845",CCAB,03/31/13,$3.23,"$1,160","$1,160",T,10.0,161.0,10,2014
670,clarington this week,Wed/Thur,"25,845",CCAB,03/31/13,$3.23,"$1,160","$1,160",T,10.0,161.0,10.0,2015
973,clarington this week,Wed/Thur,"25,663",CCAB,03/31/15,$3.23,,"$1,160",T,10.0,161.0,10.0,2016
1268,clarington this week,Wed/Thur,"25,663",CCAB,03/31/15,$3.23,,"$1,160",T,10.0,161.0,10.0,2017
1548,clarington this week,Wed/Thur,"25,912",CCAB,12/31/15,$3.23,,"$1,160",T,10.0,161.0,10.0,2018
1789,clarington this week,Wed/Thur,"25,731",CCAB,03/31/18,$3.23,,"$1,160",T,10.0,161.0,10.0,2019
54,clinton news record,Wednesday,"1,714",CMCAP,06/30/12,$0.72,$88,$353,T,9.0,160.0,3.0,2013
363,clinton news record,Wednesday,"1,484",CMCAP,06/30/13,$0.72,$88,$353,T,9.0,160.0,3,2014
671,clinton news record,Wednesday,"1,339",CMCAP,06/30/14,$0.73,$88,$353,T,9.0,160.0,3.0,2015
974,clinton news record,Wednesday,"1,232",CMCA,06/30/15,$0.73,,$353,T,9.0,160.0,3.0,2016
1269,clinton news record,Wednesday,"1,157",CMCA,12/31/15,$0.73,,$353,T,9.0,160.0,3.0,2017
1549,clinton news record,Wednesday,"1,004",CMCA,12/31/16,$0.73,,$353,T,9.0,160.0,3.0,2018
1790,clinton news record,Wednesday,"1,004",CMCA,12/31/16,$0.66,,$353,T,10.0,160.0,10.0,2019
55,cochrane times post,Thursday,"2,007",CMCAP,06/30/12,$0.87,$128,$386,T,9.0,160.0,3.0,2013
364,cochrane times post,Thursday,"1,882",CMCAP,06/30/13,$0.87,$128,$386,T,9.0,160.0,3,2014
672,cochrane times post,Thursday,"1,712",CMCAP,06/30/14,$0.87,$128,$386,T,9.0,160.0,3.0,2015
975,cochrane times post,Thursday,"1,539",CMCA,06/30/15,$0.87,,$386,T,9.0,160.0,3.0,2016
1270,cochrane times post,Thursday,"1,381",CMCA,12/31/15,$0.87,,$386,T,9.0,160.0,3.0,2017
1550,cochrane times post,Thursday,"1,093",CMCA,06/30/17,$0.87,,$386,T,9.0,160.0,3.0,2018
1791,cochrane times post,Thursday,974,CMCA,06/30/18,$0.87,,$386,T,10.0,160.0,10.0,2019
56,collingwood connection,Thursday,"11,500",CMCAC,08/31/12,$2.16,$335,"$1,160",T,10.0,175.0,10.0,2013
365,collingwood connection,Thursday,"10,819",CMCAC,02/28/13,$2.35,"$1,160","$1,160",T,10.0,161.0,10,2014
673,collingwood connection,Thursday,"11,098",CMCAC,02/28/14,$2.35,"$1,160","$1,160",T,10.0,161.0,10.0,2015
976,collingwood connection,Thursday,"11,509",CMCA,02/28/15,$2.35,,"$1,160",T,10.0,161.0,10.0,2016
1271,collingwood connection,Thursday,"11,441",CMCA,08/31/15,$2.35,,"$1,160",T,10.0,161.0,10.0,2017
1551,collingwood connection,Thursday,"11,584",CMCA,02/28/17,$2.35,,"$1,160",T,10.0,161.0,10.0,2018
1792,collingwood connection,Thursday,"11,586",CCAB,06/30/18,$2.35,,"$1,160",T,10.0,161.0,10.0,2019
366,collingwood connection wasaga stayner sun,Thursday,"23,164",CMCAC,02/28/13,$3.53,"$2,320","$2,320",T,10.0,161.0,10,2014
674,collingwood connection wasaga stayner sun,Thursday,"23,354",CMCAC,06/30/14,$3.53,"$2,320","$2,320",T,10.0,161.0,10.0,2015
977,collingwood connection wasaga stayner sun,Thursday,"23,765",CMCA,02/28/15,$3.53,,"$2,320",T,10.0,161.0,10.0,2016
1272,collingwood connection wasaga stayner sun,Thursday,"23,948",CMCA,08/31/15,$3.53,,"$2,320",T,10.0,161.0,10.0,2017
1552,collingwood connection wasaga stayner sun,Thursday,"24,635",CMCA,02/28/17,$3.53,,"$2,320",T,10.0,161.0,10.0,2018
1793,collingwood connection wasaga stayner sun,Thursday,"24,825",CCAB,06/30/18,$3.53,,"$2,320",T,10.0,161.0,10.0,2019
57,collingwood enterprise bulletin,Friday,"17,041",CMCAC,06/30/12,$0.98,$186,$309,B,10.0,287.0,3.0,2013
367,collingwood enterprise bulletin,Friday,"18,389",CMCAC,12/31/12,$0.98,$186,$309,B,10.0,287.0,3,2014
675,collingwood enterprise bulletin,Friday,"19,153",CMCAC,06/30/14,$0.98,$186,$309,B,10.0,287.0,3.0,2015
978,collingwood enterprise bulletin,Friday,"19,153",CMCA,06/30/14,$1.00,,$319,B,10.0,287.0,3.0,2016
1273,collingwood enterprise bulletin,Friday,"19,153",CMCA,06/30/14,$1.00,,$319,B,10.0,287.0,10.0,2017
58,cornwall express,Thursday,"36,541",CMCAC,10/31/12,$1.60,$229,$229,T,8.0,224.0,12.0,2013
368,cornwall express,Thursday,"36,541",CMCAC,10/31/12,$1.60,$229,$229,T,8.0,224.0,12,2014
676,cornwall express,Thursday,"36,541",CMCAC,10/31/13,modular only,,,T,8.0,175.0,12.0,2015
979,cornwall express,Thursday,"36,541",CMCA,04/30/14,modular only,,,T,8.0,175.0,12.0,2016
1274,cornwall express,Thursday,"36,541",CMCA,12/31/16,Modular only,,,T,8.0,175.0,12.0,2017
1553,cornwall express,Wednesday,"36,541",CMCA,12/31/16,Modular,,only,T,8.0,175.0,12.0,2018
59,cornwall seaway news,Thursday,"36,541",CMCAC,10/31/12,$1.60,$229,$229,T,8.0,224.0,12.0,2013
369,cornwall seaway news,Thursday,"36,541",CMCAC,10/31/12,$1.60,$229,$229,T,8.0,224.0,12,2014
677,cornwall seaway news,Thursday,"36,541",CMCAC,10/31/13,modular only,,,T,8.0,175.0,12.0,2015
980,cornwall seaway news,Thursday,"36,541",CMCA,04/30/14,modular only,,,T,8.0,175.0,12.0,2016
1275,cornwall seaway news,Thursday,"36,541",CMCA,03/31/15,Modular only,,,T,8.0,175.0,12.0,2017
1554,cornwall seaway news,Wednesday,"36,541",CMCA,03/31/15,Modular,,only,T,8.0,175.0,12.0,2018
1794,cornwall seaway news,Wednesday,"36,541",CMCA,12/31/15,Modular only,,,T,8.0,175.0,12.0,2019
60,creemore echo,Friday,"3,546",CMCAC,06/30/12,$0.69,$265,$265,T,6.0,220.0,5.0,2013
370,creemore echo,Friday,"3,659",CMCAC,12/31/12,$0.69,$265,$265,T,6.0,220.0,5,2014
678,creemore echo,Friday,"3,901",CMCAC,12/31/13,$0.69,$118,$118,T,6.0,220.0,5.0,2015
981,creemore echo,Friday,"3,831",CMCA,12/31/14,$0.69,,$118,T,6.0,220.0,5.0,2016
1276,creemore echo,Friday,"3,846",CMCA,12/31/15,$0.69,,$118,T,6.0,220.0,5.0,2017
1555,creemore echo,Friday,"3,896",CMCA,12/31/16,$0.69,,$118,T,6.0,220.0,5.0,2018
1795,creemore echo,Friday,"3,896",CMCA,12/31/16,$0.69,,$118,T,6.0,220.0,5.0,2019
61,deep river north renfrew times,Wednesday,"1,963",CMCAP,09/30/12,$0.49,$310,$310,T,9.0,196.0,3.0,2013
371,deep river north renfrew times,Wednesday,"1,963",CMCAP,09/30/12,$0.51,$224,$224,T,9.0,196.0,3,2014
679,deep river north renfrew times,Wednesday,"1,809",CMCAP,03/31/14,$0.53,$224,$224,T,9.0,196.0,3.0,2015
982,deep river north renfrew times,Wednesday,"1,831",CMCA,09/30/14,$0.53,,$224,T,9.0,196.0,3.0,2016
1277,deep river north renfrew times,Wednesday,"1,783",CMCA,09/30/15,$0.55,,$224,T,9.0,196.0,3.0,2017
1556,deep river north renfrew times,Wednesday,"1,661",CMCA,09/30/16,$0.71,,$282,T,9.0,196.0,3.0,2018
1796,deep river north renfrew times,Wednesday,"1,550",CMCA,03/31/18,$0.71,,$282,T,9.0,196.0,3.0,2019
62,delhi news record,Wednesday,542,CMCAP,06/30/12,$1.07,$135,$400,T,9.0,160.0,3.0,2013
372,delhi news record,Wednesday,506,CMCAP,12/31/12,$1.07,$135,$400,T,9.0,160.0,3,2014
680,delhi news record,Thursday,"3,200",PS,,$1.07,$135,$400,B,10.0,287.0,3.0,2015
983,delhi news record,Thursday,"3,200",PS,,$1.07,,$400,B,10.0,287.0,3.0,2016
1278,delhi news record,Thursday,"3,200",PS,,$1.09,,$400,B,10.0,287.0,10.0,2017
1557,delhi news record,Thursday,"3,200",PS,,$1.11,,$400,B,10.0,287.0,10.0,2018
1797,delhi news record,Thursday,"3,200",PS,,$1.11,,$400,B,10.0,287.0,10.0,2019
63,dorchester signpost,Wednesday,"1,766",CMCAP,06/30/12,$1.06,$176,$529,T,5.0,221.0,4.0,2013
373,dorchester signpost,Wednesday,"1,750",CMCAP,12/31/12,$1.09,$176,$176,T,5.0,221.0,4,2014
681,dorchester signpost,Wednesday,"1,670",CMCAP,12/31/13,$1.09,$176,$176,T,5.0,221.0,4.0,2015
984,dorchester signpost,Wednesday,"1,670",CMCA,12/31/13,$1.09,,$176,T,5.0,221.0,4.0,2016
1279,dorchester signpost,Wednesday,"1,566",CMCA,12/31/14,$1.09,,$176,T,5.0,221.0,4.0,2017
1558,dorchester signpost,Wednesday,"1,468",CMCA,12/31/15,$1.15,,$188,T,5.0,221.0,4.0,2018
1798,dorchester signpost,Wednesday,"1,428",CMCA,12/31/16,$1.19,,$200,T,5.0,221.0,4.0,2019
64,drayton community news,Friday,"5,404",CMCAC,09/30/12,$0.71,$282,$282,T,6.0,220.0,5.0,2013
374,drayton community news,Friday,"5,369",CMCAC,03/31/13,$0.71,$282,$282,T,6.0,220.0,5,2014
682,drayton community news,Friday,"5,407",CMCAC,03/31/14,$0.71,$282,$282,T,6.0,220.0,5.0,2015
985,drayton community news,Friday,"5,451",CMCA,03/31/15,$0.71,,$282,T,6.0,220.0,5.0,2016
1280,drayton community news,Friday,"5,157",CMCA,03/31/16,$0.74,,$282,T,6.0,220.0,5.0,2017
1559,drayton community news,Friday,"5,048",CMCA,03/31/17,$0.74,,$282,T,6.0,220.0,5.0,2018
1799,drayton community news,Thursday,"5,051",CMCA,03/31/18,$0.74,,$282,T,6.0,220.0,5.0,2019
65,dresden bothwell leader spirit,Thursday,"4,500",PS,12/31/11,$0.61,$82,$188,T,9.0,160.0,3.0,2013
66,dryden observer,Wednesday,"2,885",CMCAP,07/30/12,$0.85,$126,$315,B,6.0,301.0,2.0,2013
375,dryden observer,Wednesday,"2,885",CMCAP,07/30/12,$0.86,$126,$315,B,6.0,301.0,2,2014
683,dryden observer,Wednesday,"2,345",CMCAP,07/31/14,$0.87,$126,$315,B,6.0,301.0,2.0,2015
986,dryden observer,Wednesday,"2,190",CMCA,01/31/15,$1.64,,$315,T,6.0,160.0,5.0,2016
1281,dryden observer,Wednesday,"2,080",CMCA,07/31/15,$1.66,,$315,T,6.0,160.0,5.0,2017
1560,dryden observer,Wednesday,"1,727",CMCA,01/31/17,$1.68,,$315,T,6.0,160.0,5.0,2018
1800,dryden observer red lake northern sun news,Wednesday,"2,538",CMCA,01/31/17,$2.19,,$315,T,6.0,160.0,5.0,2019
1282,dryden the rising sun,Friday,"4,350",PS,,$1.89,,$433,T,6.0,160.0,5.0,2017
67,dundalk herald,Wednesday,"1,813",CMCAP,06/30/12,$0.82,$353,$353,B,6.0,301.0,1.0,2013
376,dundalk herald,Wednesday,"1,817",CMCAP,12/31/12,$0.82,$353,$353,B,6.0,301.0,2,2014
684,dundalk herald,Wednesday,"1,730",CMCAP,06/30/14,$0.82,$353,$353,B,6.0,301.0,2.0,2015
987,dundalk herald,Wednesday,"1,730",CMCA,06/30/14,$0.82,,$353,B,6.0,301.0,2.0,2016
1283,dundalk herald,Wednesday,"1,777",CMCA,12/31/15,$0.82,,$353,B,6.0,301.0,2.0,2017
1561,dundalk herald,Wednesday,"1,443",CMCA,06/30/16,$0.82,,$353,B,6.0,301.0,2.0,2018
1801,dundalk herald,Wednesday,"1,443",CMCA,06/30/16,$0.82,,$353,B,6.0,301.0,2.0,2019
68,dundas star news,Thursday,"18,105",CMCAC,06/30/12,$1.70,$335,"$1,160",T,10.0,175.0,10.0,2013
377,dundas star news,Thursday,"18,117",CMCAC,12/31/12,$1.85,"$1,160","$1,160",T,10.0,161.0,10,2014
685,dundas star news,Thursday,"15,745",CMCAC,06/30/14,$1.85,"$1,160","$1,160",T,10.0,161.0,10.0,2015
988,dundas star news,Thursday,"15,415",CMCA,06/30/15,$1.85,,"$1,160",T,10.0,161.0,10.0,2016
1284,dundas star news,Thursday,"15,413",CMCA,12/31/15,$1.85,,"$1,160",T,10.0,161.0,10.0,2017
1562,dundas star news,Thursday,"15,067",CMCA,06/30/17,$1.85,,"$1,160",T,10.0,161.0,10.0,2018
1802,dundas star news,Thursday,"14,638",CMCA,06/30/18,$1.85,,"$1,160",T,10.0,161.0,10.0,2019
686,east gwillimbury express,Thursday,"7,550",PS,2001/1/14,$0.54,"$1,160","$1,160",B,10.0,301.0,10.0,2015
989,east gwillimbury express,Thursday,"7,443",CCAB,03/31/15,$0.54,,"$1,160",B,10.0,301.0,10.0,2016
1285,east gwillimbury express,Thursday,"7,276",CMCA,12/31/15,$0.54,,"$1,160",B,10.0,301.0,10.0,2017
1563,east gwillimbury express,Thursday,"7,276",CMCA,12/31/15,$0.54,,"$1,160",T,10.0,161.0,10.0,2018
1803,east gwillimbury express,Thursday,"7,259",CCAB,06/30/18,$0.54,,"$1,160",T,10.0,161.0,10.0,2019
1804,east york beach neighbourhood voice,Thursday,"45,704",CCAB,06/30/18,$6.18,,"$1,160",T,10.0,161.0,10.0,2019
69,east york riverdale beach mirror,Thursday,"55,569",CCAB,03/31/12,$5.49,$335,"$1,160",T,10.0,175.0,10.0,2013
378,east york riverdale beach mirror,Thursday,"56,393",CCAB,03/31/13,$6.00,"$1,160","$1,160",T,10.0,161.0,10,2014
687,east york riverdale beach mirror,Thursday,"56,734",CCAB,03/31/14,$6.00,"$1,160","$1,160",T,10.0,161.0,10.0,2015
990,east york riverdale beach mirror,Thursday,"58,355",CCAB,03/31/15,$6.00,,"$1,160",T,10.0,161.0,10.0,2016
1286,east york riverdale beach mirror,Thursday,"57,549",CCAB,03/31/16,$6.00,,"$1,160",T,10.0,161.0,10.0,2017
1564,east york riverdale beach mirror,Thursday,"57,123",CCAB,12/31/16,$6.18,,"$1,160",T,10.0,161.0,10.0,2018
70,eganville leader,Wednesday,"5,466",CMCAP,08/31/12,$0.97,$176,$412,B,8.0,294.0,7.0,2013
379,eganville leader,Wednesday,"5,453",CMCAP,02/28/13,$0.97,$176,$412,B,8.0,294.0,7,2014
