,FreeCirculation,EDITION,Format,Year,Market,Newspaper,Owner,PaidCirculation,Prov,TotalCirculation,Lowner,Address,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants,GPS,CSDs,first_year,equal_to_previous
2407,20866.0,Thursday,T,2016,haldimand,the sachem,metroland media group ltd.,0.0,ON,20866.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",['Haldimand County'],2014,False
2408,21943.0,Thursday,T,2017,haldimand,the sachem,metroland media group ltd.,,ON,21943.0,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",['Haldimand County'],2014,False
2409,,Thursday,T,2018,haldimand,the sachem,metroland media group ltd.,,ON,,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",['Haldimand County'],2014,True
2410,,Thursday,T,2019,haldimand,the sachem,metroland media group ltd.,,ON,,metroland media group ltd.,"['haldimand ,ON, Canada']",45608.0,44876.0,1.6,19472.0,17502.0,36.4,1251.54,42.1,37325.0,7800.0,11920.0,17605.0,580.0,3715.0,37325.0,35885.0,34754.0,45025.0,41300.0,3690.0,"[(42.945542, -79.8362031)]",['Haldimand County'],2014,True
2415,1000.0,12-times per year,T,2018,cfb%20north%20bay,the shield/le bouclier,department of national defence,0.0,ON,1000.0,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",['North Bay'],2018,False
2416,,12-times per year,T,2019,cfb%20north%20bay,the shield/le bouclier,canadian forces morale and welfare services (cfmws),,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",['North Bay'],2018,True
2411,1000.0,Monthly,T,2014,cfb%20north%20bay,the shield/le bouclier,department of national defence,0.0,ON,1000.0,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",['North Bay'],2014,False
2412,,Monthly,T,2015,cfb%20north%20bay,the shield/le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",['North Bay'],2014,True
2413,,Monthly,T,2016,cfb%20north%20bay,the shield/le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",['North Bay'],2014,True
2414,,Monthly,T,2017,cfb%20north%20bay,the shield/le bouclier,department of national defence,,ON,,department of national defence,"['cfb north bay ,ON, Canada']",51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0,"[(46.3582867, -79.41634872511659)]",['North Bay'],2014,True
2417,4401.0,Wednesday,T,2014,sioux%20lookout,the sioux lookout bulletin,ontario inc.,58.0,ON,4459.0,ontario inc.,"['sioux lookout ,ON, Canada']",5272.0,5037.0,4.7,2257.0,2019.0,13.9,378.12,37.1,4165.0,1020.0,1040.0,2100.0,95.0,670.0,4165.0,4045.0,43173.0,5200.0,4890.0,300.0,"[(50.11345465, -92.19624322619077)]",['Sioux Lookout'],2014,False
2418,4463.0,Wednesday,T,2015,sioux%20lookout,the sioux lookout bulletin,ontario inc.,0.0,ON,4463.0,ontario inc.,"['sioux lookout ,ON, Canada']",5272.0,5037.0,4.7,2257.0,2019.0,13.9,378.12,37.1,4165.0,1020.0,1040.0,2100.0,95.0,670.0,4165.0,4045.0,43173.0,5200.0,4890.0,300.0,"[(50.11345465, -92.19624322619077)]",['Sioux Lookout'],2014,False
2419,4462.0,Wednesday,T,2016,sioux%20lookout,the sioux lookout bulletin,ontario inc.,,ON,4462.0,ontario inc.,"['sioux lookout ,ON, Canada']",5272.0,5037.0,4.7,2257.0,2019.0,13.9,378.12,37.1,4165.0,1020.0,1040.0,2100.0,95.0,670.0,4165.0,4045.0,43173.0,5200.0,4890.0,300.0,"[(50.11345465, -92.19624322619077)]",['Sioux Lookout'],2014,False
2420,4422.0,Wednesday,T,2017,sioux%20lookout,the sioux lookout bulletin,ontario inc.,,ON,4422.0,ontario inc.,"['sioux lookout ,ON, Canada']",5272.0,5037.0,4.7,2257.0,2019.0,13.9,378.12,37.1,4165.0,1020.0,1040.0,2100.0,95.0,670.0,4165.0,4045.0,43173.0,5200.0,4890.0,300.0,"[(50.11345465, -92.19624322619077)]",['Sioux Lookout'],2014,False
2421,4411.0,Wednesday,T,2018,sioux%20lookout,the sioux lookout bulletin,ontario inc.,,ON,4411.0,ontario inc.,"['sioux lookout ,ON, Canada']",5272.0,5037.0,4.7,2257.0,2019.0,13.9,378.12,37.1,4165.0,1020.0,1040.0,2100.0,95.0,670.0,4165.0,4045.0,43173.0,5200.0,4890.0,300.0,"[(50.11345465, -92.19624322619077)]",['Sioux Lookout'],2014,False
2422,4243.0,Wednesday,T,2019,sioux%20lookout,the sioux lookout bulletin,ontario inc.,,ON,4243.0,ontario inc.,"['sioux lookout ,ON, Canada']",5272.0,5037.0,4.7,2257.0,2019.0,13.9,378.12,37.1,4165.0,1020.0,1040.0,2100.0,95.0,670.0,4165.0,4045.0,43173.0,5200.0,4890.0,300.0,"[(50.11345465, -92.19624322619077)]",['Sioux Lookout'],2014,False
2423,11868.0,Thursday,T,2017,port%20perry&uxbridge,the standard,the standard news corporation,0.0,ON,11868.0,the standard news corporation,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]","['Scugog', 'Uxbridge']",2017,False
2424,0.0,Thursday,T,2018,elliot%20lake,the standard,postmedia network inc.,2298.0,ON,2298.0,postmedia network inc.,"['elliot lake ,ON, Canada']",10741.0,11348.0,-5.3,6259.0,5514.0,15.0,714.65,52.7,9470.0,2720.0,2730.0,4020.0,150.0,870.0,9475.0,9210.0,24594.0,10585.0,9460.0,1110.0,"[(46.373464, -82.652893)]",['Elliot Lake'],2017,False
2425,11868.0,Thursday,T,2018,port%20perry&uxbridge,the standard,the standard news corporation,0.0,ON,11868.0,the standard news corporation,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]","['Scugog', 'Uxbridge']",2017,False
2426,0.0,Thursday,T,2019,elliot%20lake,the standard,postmedia network inc.,1918.0,ON,1918.0,postmedia network inc.,"['elliot lake ,ON, Canada']",10741.0,11348.0,-5.3,6259.0,5514.0,15.0,714.65,52.7,9470.0,2720.0,2730.0,4020.0,150.0,870.0,9475.0,9210.0,24594.0,10585.0,9460.0,1110.0,"[(46.373464, -82.652893)]",['Elliot Lake'],2017,False
2427,11868.0,Thursday,T,2019,port%20perry&uxbridge,the standard,the standard news corporation,0.0,ON,11868.0,the standard news corporation,"['port perry ,ON, Canada', 'uxbridge ,ON, Canada']",21396.5,21096.0,1.45,8321.5,7940.5,47.9,447.83,43.6,17882.5,2727.5,5395.0,9767.5,347.5,3612.5,17885.0,17245.0,39407.5,21112.5,18657.5,2407.5,"[(44.1054151, -78.9425076), (44.1088502, -79.1226768)]","['Scugog', 'Uxbridge']",2017,False
2429,13150.0,Thursday,T,2015,wasaga&stayner,the sun,metroland media group ltd.,0.0,ON,13150.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]","['Wasaga Beach', 'Clearview']",2015,False
2430,12507.0,Thursday,T,2016,wasaga&stayner,the sun,metroland media group ltd.,,ON,12507.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]","['Wasaga Beach', 'Clearview']",2015,False
2431,13051.0,Thursday,T,2017,wasaga&stayner,the sun,metroland media group ltd.,,ON,13051.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]","['Wasaga Beach', 'Clearview']",2015,False
2432,13019.0,Thursday,T,2018,wasaga&stayner,the sun,metroland media group ltd.,,ON,13019.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]","['Wasaga Beach', 'Clearview']",2015,False
2433,13332.0,Thursday,T,2019,wasaga&stayner,the sun,metroland media group ltd.,,ON,13332.0,metroland media group ltd.,"['wasaga ,ON, Canada', 'stayner ,ON, Canada']",17413.0,15635.5,10.45,9278.0,7170.0,189.0,307.87,46.3,14785.0,2985.0,4750.0,7047.5,275.0,1915.0,14787.5,14357.5,31862.0,17155.0,14850.0,2277.5,"[(44.5224813, -80.0203156), (44.4194642, -80.0904451)]","['Wasaga Beach', 'Clearview']",2015,False
2428,4013.0,Wednesday,B,2013,stayner,the sun,metroland media group ltd.,0.0,ON,4013.0,metroland media group ltd.,"['stayner ,ON, Canada']",14151.0,13734.0,3.0,6040.0,5335.0,25.4,557.1,42.6,11620.0,2300.0,3510.0,5805.0,240.0,1775.0,11625.0,11215.0,34179.0,13905.0,12920.0,975.0,"[(44.4194642, -80.0904451)]",['Clearview'],2013,False
2436,202.0,Thursday,T,2016,minden,the times,maple key media,1203.0,ON,1405.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",['Minden Hills'],2016,False
2437,291.0,Thursday,T,2017,minden,the times,white pine media corp.,1095.0,ON,1386.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",['Minden Hills'],2016,False
2438,321.0,Thursday,T,2018,minden,the times,white pine media corp.,1048.0,ON,1369.0,white pine media corp.,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",['Minden Hills'],2016,False
2439,340.0,Thursday,T,2019,minden,the times,white pine media corp.,956.0,ON,1296.0,white pine media corp.,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",['Minden Hills'],2016,False
2434,0.0,Wednesday,T,2014,minden,the times,maple key media,1523.0,ON,1523.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",['Minden Hills'],2014,False
2435,,Wednesday,T,2015,minden,the times,maple key media,1350.0,ON,1350.0,maple key media,"['minden ,ON, Canada']",6088.0,5655.0,7.7,6092.0,2833.0,6.9,878.27,51.4,5380.0,1100.0,1540.0,2735.0,75.0,730.0,5380.0,5280.0,29447.0,6005.0,5525.0,480.0,"[(44.9254436, -78.72493)]",['Minden Hills'],2014,False
2441,0.0,Thursday,T,2014,beeton&new%20tecumseth,the times of new tecumseth,london publishing corporation,1409.0,ON,1409.0,london publishing corporation,"['beeton ,ON, Canada', 'new tecumseth ,ON, Canada']",34242.0,30234.0,13.3,13191.0,12906.0,124.9,274.21,41.8,27900.0,5375.0,9330.0,13190.0,435.0,3935.0,27900.0,26950.0,38281.0,33735.0,28800.0,4835.0,"[(44.0789618, -79.784557), (44.0818996, -79.77443058053504)]","['New Tecumseth', 'New Tecumseth']",2014,False
2442,,Thursday,T,2015,beeton&new%20tecumseth,the times of new tecumseth,london publishing corporation,,ON,,london publishing corporation,"['beeton ,ON, Canada', 'new tecumseth ,ON, Canada']",34242.0,30234.0,13.3,13191.0,12906.0,124.9,274.21,41.8,27900.0,5375.0,9330.0,13190.0,435.0,3935.0,27900.0,26950.0,38281.0,33735.0,28800.0,4835.0,"[(44.0789618, -79.784557), (44.0818996, -79.77443058053504)]","['New Tecumseth', 'New Tecumseth']",2014,True
2440,0.0,Wednesday,T,2013,beeton&new%20tecumseth,the times of new tecumseth,london publishing corporation,2048.0,ON,2048.0,london publishing corporation,"['beeton ,ON, Canada', 'new tecumseth ,ON, Canada']",34242.0,30234.0,13.3,13191.0,12906.0,124.9,274.21,41.8,27900.0,5375.0,9330.0,13190.0,435.0,3935.0,27900.0,26950.0,38281.0,33735.0,28800.0,4835.0,"[(44.0789618, -79.784557), (44.0818996, -79.77443058053504)]","['New Tecumseth', 'New Tecumseth']",2013,False
2443,41.0,Wednesday,B,2013,tweed,the tweed news,tweed news publishing co. ltd.,915.0,ON,956.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,False
2444,43.0,Wednesday,B,2014,tweed,the tweed news,tweed news publishing co. ltd.,839.0,ON,882.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,False
2445,42.0,Wednesday,B,2015,tweed,the tweed news,tweed news publishing co. ltd.,796.0,ON,838.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,False
2446,,Wednesday,B,2016,tweed,the tweed news,tweed news publishing co. ltd.,,ON,,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,True
2447,,Wednesday,B,2017,tweed,the tweed news,tweed news publishing co. ltd.,779.0,ON,821.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,False
2448,,Wednesday,B,2018,tweed,the tweed news,tweed news publishing co. ltd.,780.0,ON,822.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,False
2449,43.0,Wednesday,B,2019,tweed,the tweed news,tweed news publishing co. ltd.,760.0,ON,803.0,tweed news publishing co. ltd.,"['tweed ,ON, Canada']",6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0,"[(44.4764863, -77.3119649)]",['Tweed'],2013,False
2450,8850.0,Thursday,T,2014,uxbridge,the uxbridge cosmos,cosmos media inc.,0.0,ON,8850.0,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",['Uxbridge'],2014,False
2451,,Thursday,T,2015,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",['Uxbridge'],2014,True
2452,,Thursday,T,2016,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",['Uxbridge'],2014,True
2453,,Thursday,T,2017,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",['Uxbridge'],2014,True
2454,,Thursday,T,2018,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",['Uxbridge'],2014,True
2455,,Thursday,T,2019,uxbridge,the uxbridge cosmos,cosmos media inc.,,ON,,cosmos media inc.,"['uxbridge ,ON, Canada']",21176.0,20623.0,2.7,7946.0,7663.0,50.3,420.95,42.7,17655.0,2520.0,5305.0,9840.0,390.0,3990.0,17655.0,17000.0,39625.0,20975.0,18280.0,2660.0,"[(44.1088502, -79.1226768)]",['Uxbridge'],2014,True
2456,0.0,Wednesday,T,2013,barry's%20bay,the valley gazette,the valley gazette,1420.0,ON,1420.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2457,,Wednesday,T,2014,barry's%20bay,the valley gazette,the valley gazette,1471.0,ON,1471.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2458,25.0,Wednesday,T,2015,barry's%20bay,the valley gazette,the valley gazette,1789.0,ON,1814.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2459,,Wednesday,T,2016,barry's%20bay,the valley gazette,the valley gazette,1877.0,ON,1902.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2460,45.0,Wednesday,T,2017,barry's%20bay,the valley gazette,the valley gazette,1768.0,ON,1813.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2461,46.0,Wednesday,T,2018,barry's%20bay,the valley gazette,the valley gazette,1673.0,ON,1719.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2462,,Wednesday,T,2019,barry's%20bay,the valley gazette,the valley gazette,1433.0,ON,1479.0,the valley gazette,"[""barry's bay ,ON, Canada""]",4123.0,4282.0,-3.7,2619.0,1706.0,6.1,672.51,50.1,3325.0,960.0,835.0,1530.0,105.0,430.0,3305.0,3215.0,27376.0,3785.0,3535.0,230.0,"[(45.488298, -77.679176)]",['Madawaska Valley'],2013,False
2464,3.0,Thursday,T,2015,walkerton,the walkerton herald times,metroland media group ltd.,1504.0,ON,1507.0,metroland media group ltd.,"['walkerton ,ON, Canada']",9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0,"[(44.1331908, -81.1485894)]",['Brockton'],2015,False
2465,,Thursday,T,2016,walkerton,the walkerton herald times,metroland media group ltd.,1352.0,ON,1355.0,metroland media group ltd.,"['walkerton ,ON, Canada']",9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0,"[(44.1331908, -81.1485894)]",['Brockton'],2015,False
2466,,Thursday,T,2017,walkerton,the walkerton herald times,metroland media group ltd.,1266.0,ON,1269.0,metroland media group ltd.,"['walkerton ,ON, Canada']",9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0,"[(44.1331908, -81.1485894)]",['Brockton'],2015,False
2467,,Thursday,T,2018,walkerton,the walkerton herald times,metroland media group ltd.,1190.0,ON,1193.0,metroland media group ltd.,"['walkerton ,ON, Canada']",9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0,"[(44.1331908, -81.1485894)]",['Brockton'],2015,False
2468,,Thursday,T,2019,walkerton,the walkerton herald times,metroland media group ltd.,1061.0,ON,1064.0,metroland media group ltd.,"['walkerton ,ON, Canada']",9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0,"[(44.1331908, -81.1485894)]",['Brockton'],2015,False
2463,3.0,Wednesday,T,2014,walkerton,the walkerton herald times,metroland media group ltd.,1619.0,ON,1622.0,metroland media group ltd.,"['walkerton ,ON, Canada']",9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0,"[(44.1331908, -81.1485894)]",['Brockton'],2014,False
