,Address,Longitude,Latitude,CSDUID,CSDNAME,CSDTYPE,PRUID,PRNAME,CDUID,CDNAME,CDTYPE,CCSUID,CCSNAME,ERUID,ERNAME,SACCODE,SACTYPE,CMAUID,CMAPUID,CMANAME,CMATYPE,GEO UID,Province code,Province name,CD code,CD name,CSD code,CSD name,"Population and dwelling counts / Population, 2016","Population and dwelling counts / Population, 2011","Population and dwelling counts / Population percentage change, 2011 to 2016",Population and dwelling counts / Total private dwellings,Population and dwelling counts / Private dwellings occupied by usual residents,Population and dwelling counts / Population density per square kilometre,Population and dwelling counts / Land area in square kilometres,Age & Sex / Both sexes / Average age of the population ; Both sexes,"Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / No certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Secondary (high) school diploma or equivalency certificate","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate or diploma below bachelor level","Education / Total Sex / Total / Highest certificate, diploma or degree for the population aged 15 years and over in private households / 25% sample data / Postsecondary certificate, diploma or degree / University certificate, diploma or degree at bachelor level or above",Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data,Income / Total Sex / Total / Income statistics in 2015 for the population aged 15 years and over in private households / 100% data / Number of total income recipients aged 15 years and over in private households / 100% data / Median total income in 2015 among recipients ($),Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Non-immigrants,Immigration / Total Sex / Total / Immigrant status and period of immigration for the population in private households / 25% sample data / Immigrants
271,"stoney creek ,ON, Canada",-79.7176762,43.1936781,3525005,Hamilton,C,35,ON,3525,Hamilton,CDR,3525005,Hamilton,3550,Hamilton--Niagara Peninsula,537,1,537.0,35537.0,Hamilton,B,3514019.0,35.0,ON,14.0,Northumberland,19.0,Hamilton,10942.0,10702.0,2.2,4677.0,4276.0,42.7,256.08,44.5,9430.0,1570.0,2730.0,5135.0,165.0,1415.0,9430.0,9120.0,39064.0,10920.0,9900.0,1020.0
272,"stoney creek ,ON, Canada",-79.7176762,43.1936781,3525005,Hamilton,C,35,ON,3525,Hamilton,CDR,3525005,Hamilton,3550,Hamilton--Niagara Peninsula,537,1,537.0,35537.0,Hamilton,B,3525005.0,35.0,ON,25.0,Hamilton,5.0,Hamilton,536917.0,519949.0,3.3,222918.0,211596.0,480.6,1117.29,41.3,441055.0,87875.0,125445.0,227735.0,8155.0,89905.0,441055.0,422255.0,32917.0,527935.0,391335.0,130365.0
273,"new liskeard ,ON, Canada",-79.6789029,47.508731,3554020,Temiskaming Shores,CY,35,ON,3554,Timiskaming,DIS,3554020,Temiskaming Shores,3590,Northeast / Nord-est,998,6,,,,,3554020.0,35.0,ON,54.0,Timiskaming,20.0,Temiskaming Shores,9920.0,10400.0,-4.6,4673.0,4379.0,55.7,178.11,44.5,8170.0,2015.0,2125.0,4035.0,155.0,1090.0,8205.0,7975.0,32142.0,9680.0,9375.0,280.0
274,"wawa ,ON, Canada",-84.7740199,47.9929283,3557076,Wawa,MU,35,ON,3557,Algoma,DIS,3557095,"Algoma, Unorganized, North Part",3590,Northeast / Nord-est,997,5,,,,,3557076.0,35.0,ON,57.0,Algoma,76.0,Wawa,2905.0,2975.0,-2.4,1451.0,1279.0,7.0,416.21,43.6,2445.0,575.0,730.0,1135.0,15.0,305.0,2405.0,2370.0,35182.0,2855.0,2695.0,160.0
275,"wasaga ,ON, Canada",-80.0203156,44.5224813,3543064,Wasaga Beach,T,35,ON,3543,Simcoe,CTY,3543009,Springwater,3540,Kitchener--Waterloo--Barrie,565,3,565.0,35565.0,Wasaga Beach,D,3543064.0,35.0,ON,43.0,Simcoe,64.0,Wasaga Beach,20675.0,17537.0,17.9,12516.0,9005.0,352.6,58.64,50.0,17950.0,3670.0,5990.0,8290.0,310.0,2055.0,17950.0,17500.0,29545.0,20405.0,16780.0,3580.0
276,"sharbot lake ,ON, Canada",-76.6901144,44.7706987,3510035,Central Frontenac,TP,35,ON,3510,Frontenac,CTY,3510035,Central Frontenac,3515,Kingston--Pembroke,996,4,,,,,3510035.0,35.0,ON,10.0,Frontenac,35.0,Central Frontenac,4373.0,4556.0,-4.0,3726.0,1885.0,4.3,1025.2,47.9,3745.0,835.0,1110.0,1800.0,65.0,515.0,3770.0,3620.0,27799.0,4295.0,4035.0,260.0
277,"harrow ,ON, Canada",-82.9183594,42.035586,3537016,Essex,T,35,ON,3537,Essex,CTY,3537016,Essex,3570,Windsor--Sarnia,996,4,,,,,3537016.0,35.0,ON,37.0,Essex,16.0,Essex,20427.0,19600.0,4.2,8694.0,8080.0,73.5,277.97,43.5,16505.0,3170.0,5600.0,7735.0,215.0,2045.0,16505.0,15890.0,35715.0,19575.0,17825.0,1740.0
278,"lambton ,ON, Canada",-82.40588922,42.93121985,3538025,Sarnia 45,IRI,35,ON,3538,Lambton,CTY,3538030,Sarnia,3570,Windsor--Sarnia,562,2,562.0,35562.0,Sarnia,K,3538025.0,35.0,ON,38.0,Lambton,25.0,Sarnia 45,639.0,640.0,-0.2,274.0,255.0,50.8,12.57,38.0,500.0,125.0,155.0,215.0,0.0,25.0,505.0,465.0,19136.0,0.0,0.0,0.0
279,"bobcaygeon ,ON, Canada",-78.5444995,44.5372969,3516010,Kawartha Lakes,CY,35,ON,3516,Kawartha Lakes,CDR,3516010,Kawartha Lakes,3520,Muskoka--Kawarthas,530,3,530.0,35530.0,Kawartha Lakes,D,3516010.0,35.0,ON,16.0,Kawartha Lakes,10.0,Kawartha Lakes,75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0
280,"lanark highlands ,ON, Canada",-76.48559827,45.0875524,3509039,Lanark Highlands,TP,35,ON,3509,Lanark,CTY,3509039,Lanark Highlands,3510,Ottawa,996,4,,,,,3509039.0,35.0,ON,9.0,Lanark,39.0,Lanark Highlands,5338.0,5128.0,4.1,3315.0,2294.0,5.1,1048.83,46.1,4625.0,885.0,1355.0,2380.0,95.0,635.0,4625.0,4455.0,31856.0,5315.0,5045.0,270.0
281,"lanark ,ON, Canada",-76.3298878,45.047011,3509039,Lanark Highlands,TP,35,ON,3509,Lanark,CTY,3509039,Lanark Highlands,3510,Ottawa,996,4,,,,,3509039.0,35.0,ON,9.0,Lanark,39.0,Lanark Highlands,5338.0,5128.0,4.1,3315.0,2294.0,5.1,1048.83,46.1,4625.0,885.0,1355.0,2380.0,95.0,635.0,4625.0,4455.0,31856.0,5315.0,5045.0,270.0
282,"lindsay ,ON, Canada",-78.7369939,44.3551266,3516010,Kawartha Lakes,CY,35,ON,3516,Kawartha Lakes,CDR,3516010,Kawartha Lakes,3520,Muskoka--Kawarthas,530,3,530.0,35530.0,Kawartha Lakes,D,3516010.0,35.0,ON,16.0,Kawartha Lakes,10.0,Kawartha Lakes,75423.0,73219.0,3.0,38444.0,31106.0,24.5,3084.38,46.7,63505.0,13095.0,20340.0,30075.0,1180.0,6495.0,63505.0,61370.0,32302.0,73375.0,67500.0,5785.0
283,"clarence-rockland ,ON, Canada",-75.2607533,45.5247978,3502036,Clarence-Rockland,C,35,ON,3502,Prescott and Russell,UC,3502036,Clarence-Rockland,3510,Ottawa,505,1,505.0,35505.0,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,3502036.0,35.0,ON,2.0,Prescott and Russell,36.0,Clarence-Rockland,24512.0,23185.0,5.7,9537.0,9329.0,82.3,297.71,40.6,19680.0,3520.0,6240.0,9925.0,320.0,2735.0,19680.0,18945.0,43331.0,24020.0,22795.0,1185.0
284,"vankleek hill ,ON, Canada",-74.6519669,45.5196086,3502010,Champlain,TP,35,ON,3502,Prescott and Russell,UC,3502010,Champlain,3510,Ottawa,996,4,,,,,3502010.0,35.0,ON,2.0,Prescott and Russell,10.0,Champlain,8706.0,8573.0,1.6,3910.0,3700.0,42.0,207.27,46.4,7380.0,1465.0,2250.0,3660.0,185.0,1100.0,7395.0,7155.0,35480.0,8565.0,8035.0,515.0
285,"cfb north bay ,ON, Canada",-79.41634873,46.3582867,3548044,North Bay,CY,35,ON,3548,Nipissing,DIS,3548094,"Nipissing, Unorganized, North Part",3590,Northeast / Nord-est,575,2,575.0,35575.0,North Bay,K,3548044.0,35.0,ON,48.0,Nipissing,44.0,North Bay,51553.0,53651.0,-3.9,24799.0,22614.0,161.6,319.11,42.7,42705.0,7955.0,11450.0,23300.0,570.0,7545.0,42720.0,41200.0,32292.0,50370.0,47545.0,2765.0
286,"tweed ,ON, Canada",-77.3119649,44.4764863,3512030,Tweed,MU,35,ON,3512,Hastings,CTY,3512030,Tweed,3515,Kingston--Pembroke,996,4,,,,,3512030.0,35.0,ON,12.0,Hastings,30.0,Tweed,6044.0,6057.0,-0.2,3023.0,2569.0,6.3,953.47,46.6,5030.0,1210.0,1555.0,2265.0,60.0,440.0,5050.0,4840.0,27783.0,5820.0,5485.0,335.0
287,"walkerton ,ON, Canada",-81.1485894,44.1331908,3541032,Brockton,MU,35,ON,3541,Bruce,CTY,3541032,Brockton,3580,Stratford--Bruce Peninsula,998,6,,,,,3541032.0,35.0,ON,41.0,Bruce,32.0,Brockton,9461.0,9432.0,0.3,4252.0,3941.0,16.7,565.18,43.3,7655.0,1805.0,2190.0,3660.0,160.0,905.0,7660.0,7465.0,34026.0,9240.0,8870.0,375.0
288,"wiarton ,ON, Canada",-81.1408154,44.7438271,3541055,South Bruce Peninsula,T,35,ON,3541,Bruce,CTY,3541055,South Bruce Peninsula,3580,Stratford--Bruce Peninsula,997,5,,,,,3541055.0,35.0,ON,41.0,Bruce,55.0,South Bruce Peninsula,8416.0,8413.0,0.0,6945.0,3741.0,15.8,532.29,49.3,7180.0,1535.0,2030.0,3620.0,200.0,750.0,7160.0,6990.0,29388.0,8185.0,7580.0,600.0
289,"thunder bay ,ON, Canada",-88.4811791,49.809661,3558090,"Thunder Bay, Unorganized",NO,35,ON,3558,Thunder Bay,DIS,3558090,"Thunder Bay, Unorganized",3595,Northwest / Nord-ouest,996,4,,,,,3558090.0,35.0,ON,58.0,Thunder Bay,90.0,"Thunder Bay, Unorganized",5872.0,5909.0,-0.6,6130.0,2589.0,0.1,97009.8,45.9,5100.0,1145.0,1200.0,2755.0,115.0,715.0,5040.0,4885.0,35704.0,5820.0,5370.0,445.0
290,"tilbury ,ON, Canada",-82.4322682,42.2593155,3536020,Chatham-Kent,MU,35,ON,3536,Chatham-Kent,CDR,3536020,Chatham-Kent,3570,Windsor--Sarnia,556,3,556.0,35556.0,Chatham-Kent,D,3536020.0,35.0,ON,36.0,Chatham-Kent,20.0,Chatham-Kent,101647.0,103671.0,-2.0,46103.0,43026.0,41.4,2457.9,43.4,82760.0,19870.0,24930.0,37955.0,1040.0,9385.0,82760.0,80280.0,30923.0,99385.0,90410.0,8620.0
291,"mildmay ,ON, Canada",-81.1177723,44.0427744,3541004,South Bruce,MU,35,ON,3541,Bruce,CTY,3541004,South Bruce,3580,Stratford--Bruce Peninsula,998,6,,,,,3541004.0,35.0,ON,41.0,Bruce,4.0,South Bruce,5639.0,5685.0,-0.8,2381.0,2200.0,11.6,487.48,40.8,4605.0,1200.0,1380.0,2020.0,85.0,440.0,4605.0,4470.0,33152.0,5620.0,5435.0,185.0
292,"trenton ,ON, Canada",-77.57539,44.1019126,3512015,Quinte West,CY,35,ON,3512,Hastings,CTY,3512015,Quinte West,3515,Kingston--Pembroke,522,1,522.0,35522.0,Belleville,B,3512015.0,35.0,ON,12.0,Hastings,15.0,Quinte West,43577.0,43086.0,1.1,18646.0,17828.0,88.2,494.02,42.7,35880.0,7615.0,11840.0,16425.0,410.0,3330.0,35900.0,34505.0,32750.0,42865.0,39845.0,2985.0
293,"west nipissing ,ON, Canada",-79.9321566,46.3653409,3548055,West Nipissing / Nipissing Ouest,M,35,ON,3548,Nipissing,DIS,3548055,West Nipissing / Nipissing Ouest,3590,Northeast / Nord-est,997,5,,,,,3548055.0,35.0,ON,48.0,Nipissing,55.0,West Nipissing / Nipissing Ouest,14364.0,14149.0,1.5,7013.0,6281.0,7.2,1993.63,45.5,11880.0,3280.0,2875.0,5725.0,160.0,1115.0,11885.0,11460.0,30379.0,14040.0,13725.0,300.0
294,"ohsweken ,ON, Canada",-80.1179909,43.0687351,3529020,Six Nations (Part) 40,IRI,35,ON,3529,Brant,CDR,3529005,Brant,3550,Hamilton--Niagara Peninsula,543,1,543.0,35543.0,Brantford,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
295,"six nations ,ON, Canada",-80.11192461,43.05224615,3529020,Six Nations (Part) 40,IRI,35,ON,3529,Brant,CDR,3529005,Brant,3550,Hamilton--Niagara Peninsula,543,1,543.0,35543.0,Brantford,B,,,,,,,,,,,,,,,,,,,,,,,,,,,
296,"pelham ,ON, Canada",-79.2838481,43.0445702,3526028,Pelham,T,35,ON,3526,Niagara,RM,3526028,Pelham,3550,Hamilton--Niagara Peninsula,539,1,539.0,35539.0,St. Catharines - Niagara,B,3526028.0,35.0,ON,26.0,Niagara,28.0,Pelham,17110.0,16598.0,3.1,6596.0,6469.0,135.3,126.43,45.8,14180.0,1855.0,3535.0,8785.0,310.0,3875.0,14175.0,13740.0,41313.0,16670.0,14380.0,2190.0
297,"wellington ,ON, Canada",-80.4614994,43.7590121,3523025,Centre Wellington,TP,35,ON,3523,Wellington,CTY,3523025,Centre Wellington,3540,Kitchener--Waterloo--Barrie,531,3,531.0,35531.0,Centre Wellington,D,3523025.0,35.0,ON,23.0,Wellington,25.0,Centre Wellington,28191.0,26693.0,5.6,11499.0,10823.0,69.2,407.54,42.6,22740.0,3930.0,6730.0,12080.0,400.0,4240.0,22740.0,22035.0,39963.0,27635.0,24775.0,2810.0
298,"west carleton ,ON, Canada",-76.14484319,45.3554496,3506008,Ottawa,CV,35,ON,3506,Ottawa,CDR,3506008,Ottawa,3510,Ottawa,505,1,505.0,35505.0,Ottawa - Gatineau (Ontario part / partie de l'Ontario),B,3506008.0,35.0,ON,6.0,Ottawa,8.0,Ottawa,934243.0,883391.0,5.8,395985.0,373756.0,334.8,2790.3,40.1,761420.0,93230.0,183110.0,485080.0,14950.0,286700.0,761420.0,728275.0,41857.0,916855.0,685260.0,216505.0
299,"winchester ,ON, Canada",-75.35299,45.0928774,3501030,North Dundas,TP,35,ON,3501,"Stormont, Dundas and Glengarry",UC,3501030,North Dundas,3510,Ottawa,996,4,,,,,3501030.0,35.0,ON,1.0,"Stormont, Dundas and Glengarry",30.0,North Dundas,11278.0,11225.0,0.5,4642.0,4481.0,22.4,503.08,42.5,9180.0,1780.0,2780.0,4620.0,210.0,1130.0,9180.0,8850.0,37581.0,11080.0,10380.0,690.0
300,"wingham ,ON, Canada",-81.31275,43.886245,3540055,North Huron,TP,35,ON,3540,Huron,CTY,3540055,North Huron,3580,Stratford--Bruce Peninsula,998,6,,,,,3540055.0,35.0,ON,40.0,Huron,55.0,North Huron,4932.0,4884.0,1.0,2209.0,2085.0,27.6,178.82,42.1,4015.0,1025.0,1150.0,1840.0,100.0,370.0,4020.0,3910.0,30969.0,4910.0,4570.0,335.0
301,"york ,ON, Canada",-79.4372217,44.0007518,3519046,Aurora,T,35,ON,3519,York,RM,3519048,Newmarket,3530,Toronto,535,1,535.0,35535.0,Toronto,B,3519046.0,35.0,ON,19.0,York,46.0,Aurora,55445.0,53203.0,4.2,19381.0,18851.0,1112.3,49.85,39.6,44870.0,5630.0,11335.0,27905.0,1370.0,15660.0,44870.0,42790.0,40382.0,54705.0,37795.0,16510.0
302,"essex ,ON, Canada",-82.9183594,42.035586,3537016,Essex,T,35,ON,3537,Essex,CTY,3537016,Essex,3570,Windsor--Sarnia,996,4,,,,,3537016.0,35.0,ON,37.0,Essex,16.0,Essex,20427.0,19600.0,4.2,8694.0,8080.0,73.5,277.97,43.5,16505.0,3170.0,5600.0,7735.0,215.0,2045.0,16505.0,15890.0,35715.0,19575.0,17825.0,1740.0
